,RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,playoffs_y_n,W_%
20,21,Oklahoma City Thunder,2020,64,40,24,West,241.6,40.3,85.1,0.473,10.4,29.3,0.355,29.9,55.8,0.536,19.8,24.8,0.797,8.1,34.6,21.9,7.6,5.0,13.5,18.8,110.8,0.0,-0.0671204035612303,-0.22297004949401472,0.16377179521440047,-0.20507714827179951,-0.18969532278950066,-0.026112579940551356,0.12282739388597474,0.006497473438239098,0.14198002447586464,0.20507714827179938,0.1524750643709594,0.12282739388597474,-0.7814394407963574,0.0,-0.22297004949401472,-0.01954126798239292,0.006497473438239056,-0.14198002447586464,-0.20507714827179951,-0.039420040392037635,0,0.625
21,22,Brooklyn Nets,2020,64,30,34,East,243.1,40.0,90.0,0.444,12.9,37.9,0.34,27.1,52.2,0.519,18.0,24.1,0.7440000000000001,10.8,37.6,24.0,6.5,4.6,15.5,20.7,110.8,0.3871958063577897,-0.1803086813825128,0.12943473028937535,-0.2591025235655197,0.14152302504236983,0.2591025235655197,-0.2591025235655197,-0.1803086813825128,-0.16689300325089743,-0.09495202749333871,0.051788637947049014,0.1943245946420069,-0.22462587400614917,0.22462587400614917,0.43244205119204276,-0.030916140604550755,-0.30011600458424753,-0.09495202749333871,0.2785731488180721,0.01027961965272304,-0.06236624524546683,0,0.46875
22,23,Detroit Pistons,2020,66,20,46,East,241.9,39.3,85.7,0.45899999999999996,12.0,32.7,0.36700000000000005,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,24.1,7.4,4.5,15.3,19.7,107.2,0.08044944127181843,-0.3871351368116579,-0.3871351368116579,-0.0668048392310651,-0.05329123069106176,-0.0668048392310651,0.1825578603769444,-0.1825578603769444,-0.15179140516559742,-0.21528390575487455,-0.16696454455394105,-0.12248352501260576,-0.3342297290933889,-0.16696454455394105,-0.3871351368116579,0.013260212384013667,-0.12248352501260576,-0.19863808563308083,0.25066933246968853,-0.1825578603769444,-0.25066933246968853,0,0.30303030303030304
23,24,New York Knicks,2020,66,21,45,East,241.9,40.0,89.3,0.447,9.6,28.4,0.337,30.4,61.0,0.499,16.3,23.5,0.6940000000000001,12.0,34.5,22.1,7.6,4.7,14.3,22.2,105.8,0.02346433935592652,-0.06783836468151709,0.01163172180504881,-0.07865209772955223,-0.4651431110317893,-0.1626996623094059,-0.11291402504660872,0.08451202593737973,0.4651431110405426,-0.11291402504660872,-0.06279092238110082,0.03572423811739586,-0.4651431110317893,0.4651431110405426,-0.01163172180504881,-0.11291402504660872,-0.01163172180504881,-0.01948467750123373,-0.03572423811739586,0.13272043497428943,-0.1626996623094059,0,0.3181818181818182
24,25,Sacramento Kings,2020,64,28,36,West,242.3,40.4,87.8,0.45899999999999996,12.6,34.7,0.364,27.7,53.2,0.522,15.6,20.3,0.769,9.6,32.9,23.4,7.6,4.2,14.4,21.9,109.0,0.23559797038387512,-0.08149003524197487,-0.23559797038387512,-0.06766894359005297,0.13875287790839083,0.12406781963984853,0.12406781963984853,-0.12406781963984853,-0.12406781963984853,0.0,-0.39214263571573077,-0.4609289338740055,-0.06766894359005297,-0.25391167936169207,-0.31520004154084036,-0.18491920193146255,-0.04039616907342701,-0.29350444807082576,-0.08149003524197487,0.29350444807082576,-0.21806855075251144,0,0.4375
25,26,Cleveland Cavaliers,2020,65,19,46,East,241.9,40.3,87.9,0.45799999999999996,11.2,31.8,0.35100000000000003,29.1,56.1,0.519,15.1,19.9,0.758,10.8,33.4,23.1,6.9,3.2,16.5,18.3,106.9,0.02713298039228394,-0.04619925742432527,-0.061570829675856364,-0.04619925742432527,-0.051194304832519924,-0.04130970992472292,-0.061570829675856364,0.013450337334350615,0.022531099835010702,-0.04130970992472292,-0.5378680694900453,-0.18813769611447967,-0.04130970992472292,0.09772545085919686,-0.06699416673924373,-0.08454261428450104,-0.09772545085919686,-0.5378680694900453,0.5378680695001672,-0.18813769611447967,-0.09772545085919686,0,0.2923076923076923
26,27,Chicago Bulls,2020,65,22,43,East,241.2,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,23.2,10.0,4.1,15.5,21.8,106.8,-0.06623745043116243,-0.12344802410140264,-0.021141466056432426,-0.10698043555671134,0.010530922598560892,0.07242356309743554,-0.09227189115843357,-0.06021802833885206,-0.03739251614993646,-0.12344802410140264,-0.18052271141766155,-0.14255814567726194,-0.06021802833885206,0.04294633522875917,-0.6326749578312596,-0.08540649797333845,0.6326749578431656,-0.14255814567726194,0.14255814567726194,0.09944445108649655,-0.13259416945429345,0,0.3384615384615385
27,28,Orlando Magic,2020,65,30,35,East,240.4,39.2,88.8,0.442,10.9,32.0,0.341,28.3,56.8,0.498,17.0,22.1,0.77,10.4,34.2,24.0,8.4,5.7,12.6,17.6,106.4,-0.6227676529819076,-0.1776958356070919,-0.005178157221397458,-0.15117756384918496,-0.09788721149562095,-0.036806972100822156,-0.11315088796009515,-0.02608751282940834,0.05927505065845677,-0.1776958356070919,-0.036806972100822156,-0.06520021226369192,-0.015573400781106396,0.010366014758859864,-0.036806972100822156,-0.015573400781106396,0.11315088796009515,0.14032577186429424,-0.21783422012339096,-0.6227676529819076,-0.15117756384918496,0,0.46153846153846156
28,29,Golden State Warriors,2020,65,15,50,West,241.9,38.6,88.2,0.43799999999999994,10.4,31.3,0.33399999999999996,28.2,56.9,0.495,18.7,23.2,0.8029999999999999,10.0,32.9,25.6,8.2,4.6,14.9,20.1,106.3,0.0540391351872598,-0.3747026035164643,-0.1019606368214922,-0.3747026035164643,-0.28113090775817573,-0.16837847137882908,-0.3747026035164643,-0.06331268000924609,0.12262694110048988,-0.3747026035164643,0.144609532431946,0.035796544687980734,0.30565946984039216,-0.06331268000924609,-0.20902111043733776,0.10196063682149223,0.13342827735243404,-0.08227407999024765,0.0540391351872598,-0.06331268000924609,-0.30565946984039216,0,0.23076923076923078
29,30,Charlotte Hornets,2020,65,23,42,East,242.3,37.3,85.9,0.434,12.1,34.3,0.35200000000000004,25.2,51.6,0.489,16.2,21.6,0.748,11.0,31.8,23.8,6.6,4.1,14.6,18.8,102.9,0.062155428504193505,-0.42617727472772515,-0.0893169882628551,-0.42617727472772515,-0.0035435574120786417,0.017852412643507672,-0.03660576773447595,-0.42617727472772515,-0.07743230855514013,-0.42617727472772515,-0.07206327658523234,-0.06698694902689838,-0.06698694902689838,0.11184388142776792,-0.12160221647172859,-0.03273155740998511,-0.0893169882628551,-0.09602883955330736,-0.010657312516723418,-0.11184388142776801,-0.42617727472772515,0,0.35384615384615387
