,RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,playoffs_y_n,W_%
1,2,Sacramento Kings,2004,82,55,27,West,241.2,37.8,81.8,0.462,7.3,18.3,0.401,30.5,63.6,0.48,19.8,24.9,0.795,10.8,30.4,26.2,8.7,4.0,13.9,19.3,102.8,-0.04936420984114331,0.17308165378579657,0.0884083619083227,0.49918923668483367,0.17308165378579657,0.11923183021368206,0.49918923668483367,0.04452065572060657,-0.06475786928554435,0.17308165378579657,0.0884083619083227,0.035149930138161305,0.17308165378579657,-0.08840836190832271,0.02167025691425958,0.49918923668483367,0.07600534992078457,-0.11044522883474532,-0.08203563203153583,-0.17308165378579668,0.17308165378579682,1,0.6707317073170732
2,3,Los Angeles Lakers,2004,82,56,26,West,242.1,36.9,81.4,0.45399999999999996,4.5,13.6,0.327,32.5,67.8,0.479,19.9,28.7,0.693,12.2,30.9,23.8,8.3,4.6,13.8,21.1,98.2,0.08949715355285169,0.17946444061954334,0.10575492417812858,0.17946444061954334,-0.09747174698413803,-0.07430163816062886,-0.15427656826649047,0.16623909216526087,0.15427656826649044,0.2117436142976719,0.15427656826649044,0.751365780130919,-0.26051770003450847,0.012954380048888636,0.10575492417812858,0.17946444061954334,0.06701125496937216,-0.08949715355285172,-0.15427656826649047,-0.019464268388313544,0.211743614297672,1,0.6829268292682927
3,4,Milwaukee Bucks,2004,82,41,41,East,241.2,36.2,81.1,0.447,4.9,14.0,0.35,31.3,67.1,0.467,20.7,26.7,0.775,11.7,30.5,22.8,6.8,4.7,13.5,20.3,98.0,-0.12469102287872076,0.22331420097386032,0.11245649669868656,0.22331420097386032,-0.08878660789157257,-0.04365585954882507,0.11245649669868656,0.22331420097386032,0.16357448010706377,0.11245649669868656,0.4371938398597439,0.2589028126375924,0.19198493921761978,-0.06593522069351106,0.08878660789157274,0.19198493921761978,-0.3553424730385592,-0.07727510801604605,-0.3553424730385592,-0.25890281263759246,0.3011724266809746,1,0.5
4,5,Denver Nuggets,2004,82,43,39,West,240.6,36.5,82.5,0.44299999999999995,4.0,12.0,0.336,32.5,70.5,0.461,20.2,26.3,0.767,13.2,29.1,21.9,9.1,6.3,15.6,22.0,97.2,-0.27857207169392,0.22108438089391763,0.3336588345284556,0.0960297599583436,-0.2571795911243571,-0.22108438089391766,-0.12825293566824694,0.23822714741903225,0.37333209489432756,0.01856413533924282,0.3034369146348799,0.19069426617714985,0.1172029782727044,0.1639413299356367,-0.19069426617714988,0.1064771653707734,0.3034369146348799,0.22108438089391763,0.09602975995834397,0.0960297599583436,0.22108438089391763,1,0.524390243902439
5,6,Seattle SuperSonics,2004,82,37,45,West,241.5,35.8,80.4,0.446,8.8,23.6,0.373,27.0,56.8,0.47600000000000003,16.6,21.7,0.765,11.1,28.3,21.7,8.1,4.7,14.5,21.8,97.1,-0.013635340258154834,0.05729390866278569,0.027523810621927224,0.0801416459019756,0.5263556721489858,0.5263556721489858,0.18250095058159127,-0.18250095058159121,-0.5263556721390805,0.10807565227764075,-0.11645578146882976,-0.09321964364633466,0.04694351949965715,-0.0801416459019756,-0.18250095058159121,0.037062828571247305,0.03225750086906041,-0.03225750086906041,-0.04694351949965718,0.037062828571247305,0.09321964364633464,0,0.45121951219512196
6,7,Memphis Grizzlies,2004,82,50,32,West,242.4,36.1,81.2,0.445,5.5,16.0,0.34,30.7,65.2,0.47100000000000003,19.0,26.1,0.727,12.8,29.0,23.4,9.7,6.9,15.0,23.2,96.7,0.15281505634249276,0.11278699704240587,0.08722460097576579,0.10395303787747134,0.08722460097576579,0.10395303787747134,-0.07146710448497078,0.10395303787747134,0.006900949333454193,0.12200813748777076,0.07924225475641632,0.12200813748777076,-0.14191816215597114,0.10395303787747134,-0.17729300211869628,0.16453504159746538,0.801327131383988,0.27784057613993707,0.02075852635899608,0.22582330406964565,0.12200813748777076,1,0.6097560975609756
7,8,Boston Celtics,2004,82,36,46,East,240.3,34.7,78.2,0.44299999999999995,6.7,19.5,0.34600000000000003,27.9,58.7,0.475,19.2,25.5,0.75,10.4,29.8,20.5,9.4,4.0,16.2,22.4,95.3,-0.7677848335782999,-0.006612086410286771,-0.0996017266386169,0.06847560350237913,0.21637069449654495,0.21637069449654514,0.03333023506140111,-0.1359776903179598,-0.21637069449654495,0.13597769031795978,0.0996017266386169,0.0996017266386169,-0.04705339231123399,-0.21637069449654495,-0.026582380002735863,-0.033330235061401155,0.26621060508519406,-0.16987179492320634,0.13597769031795978,0.13597769031795978,0.0996017266386169,1,0.43902439024390244
8,9,Los Angeles Clippers,2004,82,28,54,West,241.5,34.4,80.2,0.428,4.0,12.5,0.321,30.3,67.7,0.44799999999999995,22.0,28.1,0.785,14.0,29.5,20.2,7.2,4.6,16.4,22.1,94.8,-0.020172355201758727,-0.040719195403972244,0.02696027186683729,-0.12796972892075847,-0.18599314241042658,-0.11856291936839367,-0.20146425606953122,0.054831381437214353,0.13791073253860273,-0.11856291936839367,0.7786995689161215,0.26999502249961915,0.18599314241042658,0.26999502249961915,-0.054831381437214395,-0.08476158677093654,-0.09275295300071085,-0.09275295300071085,0.15988896537455058,0.0927529530007108,0.08476158677093648,0,0.34146341463414637
9,10,Minnesota Timberwolves,2004,82,58,24,West,240.9,37.0,80.1,0.462,4.0,10.9,0.363,33.0,69.2,0.47700000000000004,16.6,21.3,0.7809999999999999,10.7,32.3,23.0,6.8,5.6,12.7,21.1,94.5,-0.12300122649224787,0.1957222595693652,0.011974200699740603,0.6945144897903974,-0.16588545513835307,-0.1957222595693653,0.1426033962812966,0.2408059061317755,0.16588545513835307,0.16588545513835307,-0.15366078856859555,-0.16588545513835307,0.1426033962812966,-0.14260339628129665,0.21521594067672983,0.12300122649224786,-0.1957222595693653,0.10574510214229962,-0.24080590613177563,-0.017991525281464787,0.06194091983688482,1,0.7073170731707317
10,11,Phoenix Suns,2004,82,29,53,West,240.6,36.1,81.4,0.44299999999999995,5.1,14.7,0.345,31.0,66.7,0.465,17.0,22.7,0.746,11.3,29.3,19.3,9.0,4.7,15.2,22.7,94.2,-0.42424671371503103,0.23080201869381767,0.23080201869381767,0.1462469293258292,-0.01412177891806222,-0.02827194184522669,0.028271941845226734,0.24967172783811947,0.14624692932583067,0.11546481662317871,-0.1953206800333624,-0.14624692932582928,-0.16215763202520794,-0.21272461915494129,-0.21272461915494129,-0.33669678901272954,0.39166739043734944,-0.10049439198651916,0.11546481662317871,0.3366967890127295,0.11546481662317871,0,0.35365853658536583
11,12,Orlando Magic,2004,82,21,61,East,241.8,35.4,82.5,0.429,5.2,15.2,0.344,30.2,67.3,0.44799999999999995,18.0,24.4,0.737,12.2,28.7,19.3,6.7,3.8,13.7,21.3,94.0,0.02820764129383381,0.045753800924627816,0.2013543653117717,-0.08429372826482825,0.022496878238998926,0.005595860974925896,-0.005595860974925931,0.02820764129383381,0.09893429761633558,-0.09893429761633558,-0.005595860974925931,-0.01120296932667098,-0.08429372826482825,0.011202969326670963,-0.18311622842181285,-0.13341863181340183,-0.649782371367175,-0.649782371367175,-0.15520114555087422,0.011202969326670963,0.03397795042712343,0,0.25609756097560976
12,13,Golden State Warriors,2004,82,37,45,West,242.1,35.1,79.4,0.442,5.2,15.6,0.33399999999999996,29.8,63.8,0.46799999999999997,17.9,24.7,0.725,12.2,30.9,20.5,7.0,4.7,14.8,20.6,93.3,0.25152507713163924,0.05470287504496277,-0.09166896487976559,0.05470287504496277,0.07311017322267083,0.16830971309213427,-0.3739827845565962,0.036407319245802545,-0.22985429531495954,0.2298542953149594,-0.07311017322267088,0.07311017322267083,-0.4672025737049668,0.036407319245802545,0.2972163292908089,-0.09166896487976559,-0.4335827922160456,-0.12941210163403552,-0.036407319245802545,-0.3215158814281525,0.07311017322267083,0,0.45121951219512196
13,14,Cleveland Cavaliers,2004,82,35,47,East,242.1,35.6,82.4,0.433,3.0,9.6,0.314,32.6,72.8,0.44799999999999995,18.6,24.8,0.753,13.6,31.9,22.0,7.1,6.5,14.8,21.3,92.9,0.05663606475105805,0.04240641880586478,0.10520030653789238,-0.0470199578748611,-0.4754832895248793,-0.4754832895248793,-0.4754832895248793,0.13399672027450632,0.47548328953382724,-0.07239593954891504,0.01646226512211017,0.024863628735277928,0.004094814666152508,0.12301648931533488,0.11356964189300749,0.06168258938349766,-0.07813985020267636,0.12301648931533488,-0.008197859687519566,0.008197859687519566,0.008197859687519566,0,0.4268292682926829
14,15,Atlanta Hawks,2004,82,28,54,East,242.7,34.5,79.6,0.433,5.1,15.2,0.335,29.4,64.4,0.456,18.7,24.1,0.7759999999999999,12.1,30.6,20.1,7.6,5.0,16.5,22.3,92.8,0.48314092031106504,-0.07003274633016843,-0.034874825772018676,-0.20002938586395783,-0.0174199063528965,0.01741990635289639,-0.3079823117994759,-0.10577330586946622,-0.10577330586946622,-0.10577330586946622,0.10577330586946618,-0.07003274633016843,0.3582407253082598,-0.034874825772018676,0.1804027543581031,-0.2624062425941969,-0.07003274633016843,0.10577330586946618,0.48314092031106504,0.3079823117994759,0.0,0,0.34146341463414637
15,16,New York Knicks,2004,82,39,43,East,242.4,35.1,79.4,0.442,5.0,13.6,0.364,30.2,65.8,0.45899999999999996,16.8,21.1,0.7929999999999999,11.6,31.0,20.7,7.4,4.8,15.7,23.1,92.0,0.2903987727828306,0.03944801463752264,-0.06610545908987886,0.03944801463752264,-0.06610545908987886,-0.15058629747996172,0.36371857083131565,0.06610545908987878,0.10722541398350148,-0.026254496885966337,-0.23185551374308733,-0.47188003491789793,0.42913841042346174,-0.10722541398350109,0.2903987727828306,-0.026254496885966337,-0.12137358448232313,0.0,0.16575537572073037,0.36371857083131565,-0.026254496885965883,1,0.47560975609756095
16,17,New Orleans Hornets,2004,82,41,41,East,241.8,33.8,80.5,0.42,6.5,20.3,0.319,27.3,60.2,0.45399999999999996,17.7,23.6,0.7509999999999999,13.3,29.5,20.9,8.6,4.2,15.0,20.9,91.8,0.055372316528876406,-0.1388426804251085,0.0898158736778715,-0.35946180881005335,0.3046637918983265,0.44226204408596814,-0.4422620440859684,-0.3046637918983265,-0.3046637918983265,-0.08981587367787092,-0.08981587367787157,-0.06669957996326452,-0.04416194355937701,0.2259029885412121,-0.08981587367787157,0.021991713421119087,0.15193284012916208,-0.22590298854121213,0.03304307969444372,-0.10166689152043892,-0.055372316528876475,1,0.5
17,18,Washington Wizards,2004,82,25,57,East,241.8,33.6,80.0,0.42100000000000004,5.3,15.5,0.341,28.4,64.5,0.44,19.3,27.0,0.7140000000000001,13.6,29.2,18.7,8.9,5.0,17.5,20.9,91.8,0.02740991769493463,-0.08887059141702947,0.0,-0.15081199386348434,0.04445986477602508,0.03301704013279591,-0.044459864776025114,-0.0819098672544166,-0.021860657348146434,-0.17793762680702893,0.09613639533422175,0.17793762680702885,-0.17793762680702893,0.16335670098537086,-0.09613639533422175,-0.6314062609228899,0.12041072810439211,0.03301704013279591,0.631406260934772,-0.0503262515199601,-0.027409917694934664,0,0.3048780487804878
18,19,San Antonio Spurs,2004,82,57,25,West,240.9,34.7,78.5,0.442,5.0,13.9,0.358,29.7,64.6,0.46,17.2,25.2,0.6809999999999999,12.5,32.5,20.4,8.1,6.5,14.7,20.3,91.5,-0.11871929511039796,-0.005772875212122995,-0.059784626147513203,0.017365202447887956,-0.029099935460742177,-0.035052777161262684,0.11871929511039794,-0.011557353590073613,-0.01155735359007363,0.0,-0.059784626147513203,0.05978462614751317,-0.6703369797334383,0.0472011339098163,0.6703369797460531,-0.053429225418015536,0.0410813388187467,0.17342881174110658,-0.0410813388187467,-0.13763907214316498,-0.04720113390981633,1,0.6951219512195121
19,20,Indiana Pacers,2004,82,61,21,East,241.5,33.6,77.1,0.435,5.5,15.6,0.35100000000000003,28.1,61.5,0.457,18.8,24.6,0.764,11.8,29.9,21.6,8.9,5.0,14.4,20.8,91.4,-0.052088831554052334,-0.2830134851014252,-0.41286351055431336,-0.12322798678370206,0.21887042793994463,0.1602668285160701,0.21887042793994463,-0.3061518535524552,-0.41286351055431336,-0.06961651457538821,0.14158498415247225,0.03466755116564654,0.14158498415247225,-0.06961651457538821,-0.0346675511656466,0.08728845177573778,0.38345485566211845,0.10514465411699325,-0.21887042793994477,-0.21887042793994477,-0.1793305508683293,1,0.7439024390243902
20,21,Portland Trail Blazers,2004,82,41,41,West,243.7,35.3,78.9,0.44799999999999995,4.6,13.4,0.34600000000000003,30.7,65.4,0.469,15.4,21.1,0.731,12.7,29.0,21.6,7.5,5.4,14.8,19.0,90.7,0.6397747017023941,0.03345463659290141,-0.045049120486546315,0.13136377521100967,-0.06326653362085877,-0.0829954723787427,0.027773199288525216,0.0829954723787427,0.022150390959416618,0.0829954723787427,-0.22182622397140603,-0.19825319164990993,-0.09741055395402398,0.05705890099395131,-0.1415496531965763,0.027773199288525216,-0.033454636592901425,0.0829954723787427,-0.011030425993146882,-0.6397747016903544,-0.06963959023077203,0,0.5
21,22,Miami Heat,2004,82,42,40,East,240.9,33.3,78.3,0.425,5.9,16.5,0.35700000000000004,27.4,61.7,0.44299999999999995,17.8,23.4,0.762,11.5,30.0,19.1,7.2,3.8,13.9,22.1,90.3,-0.1422541873793949,-0.19185093752097454,-0.08743112609972226,-0.16492461769733813,0.12229702096142925,0.12229702096142925,0.12229702096142925,-0.16492461769733813,-0.12229702096142925,-0.19185093752097454,-0.042001633566216355,-0.056558278428817936,0.04200163356621634,-0.0794298797647635,0.0,-0.2784984302176332,-0.0956741778777953,-0.8032244651862517,-0.13200009500122395,0.09567417787779525,-0.11305404725856369,1,0.5121951219512195
22,23,New Jersey Nets,2004,82,47,35,East,240.3,34.3,77.7,0.441,4.6,13.7,0.336,29.7,64.0,0.46399999999999997,17.0,22.6,0.753,10.5,30.2,24.5,8.6,3.9,14.7,21.0,90.3,-0.8471472543344473,-0.05965105939564033,-0.12898459896479067,-0.014605758979754597,-0.08377335037875339,-0.05965105939564033,-0.10090593677458005,-0.014605758979754574,-0.07555361470945093,0.03677542963045279,-0.10090593677458005,-0.10090593677458005,0.007295547662475771,-0.20234193803434092,0.014605758979754574,0.29372758266347654,0.10090593677458003,-0.23873594755306213,-0.05191708713209215,-0.044298412331017695,-0.1192361909746874,1,0.573170731707317
23,24,Detroit Pistons,2004,82,54,28,East,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,20.8,8.0,7.0,15.1,20.3,90.1,-0.08661083045510316,-0.15511484269060863,-0.20919544473052357,-0.053675566406150024,-0.14393371716118647,-0.20919544473052357,-0.007542654541271313,-0.04579884011425541,0.007542654541271266,-0.09533543877377336,0.08661083045510314,0.0953354387737733,0.007542654541271266,0.0457988401142554,0.038021047101925894,0.0,0.01510046940875911,0.8758409074642475,0.0457988401142554,-0.1798348196366477,-0.15511484269060863,1,0.6585365853658537
24,25,Houston Rockets,2004,82,45,37,West,243.0,33.4,75.5,0.442,6.3,17.1,0.366,27.1,58.4,0.46399999999999997,16.7,21.6,0.773,10.3,32.3,19.3,6.8,5.4,16.7,21.5,89.8,0.2565054160046876,-0.18689005311555607,-0.31559015956908004,0.023578941337765526,0.18689005311555604,0.16120026837979126,0.2565054160046876,-0.25650541600468774,-0.31559015956908004,0.03951267906151329,-0.1612002683797913,-0.18689005311555607,0.118076906790312,-0.31559015956908004,0.2820530200069558,-0.18689005311555607,-0.25650541600468774,0.118076906790312,0.3155901595690798,0.04759560845267909,-0.18689005311555607,1,0.5487804878048781
25,26,Chicago Bulls,2004,82,23,59,East,241.8,34.1,82.4,0.414,5.2,15.3,0.342,28.9,67.0,0.431,16.2,22.4,0.725,12.8,30.7,21.9,8.0,4.8,16.1,23.3,89.7,0.027601424195671572,-0.05670599609759638,0.14067417952252648,-0.6358177445660926,0.022013392501865122,0.022013392501865122,-0.027601424195671607,-0.05670599609759638,0.06920887474301314,-0.6358177445660926,-0.17918083419781752,-0.09680807720021008,-0.14067417952252648,0.0824821517912877,0.06920887474301314,0.06287523499608197,0.010962203660188255,0.0,0.09680807720021008,0.22045424590635795,-0.15186568098270156,0,0.2804878048780488
26,27,Utah Jazz,2004,82,42,40,West,241.2,32.8,75.3,0.436,3.1,9.6,0.321,29.7,65.7,0.45299999999999996,20.0,26.8,0.746,13.5,27.7,20.4,7.1,6.0,16.6,25.6,88.7,-0.04572046278366409,-0.13029344004833848,-0.4623423121907813,-0.01600729592003007,-0.16030588428163262,-0.4623423121907813,-0.11961667078663667,-0.007971294652080664,0.024176470240222934,-0.04123442853696393,0.11043090679371743,0.11043090679371743,-0.04572046278366409,0.09493190557347717,-0.4623423121907813,-0.036851005337868774,-0.07598029165871736,0.08188262778644238,0.13029344004833843,0.46234231219948196,-0.13029344004833848,0,0.5121951219512195
27,28,Philadelphia 76ers,2004,82,33,49,East,242.1,32.7,76.3,0.428,4.1,12.1,0.342,28.6,64.2,0.445,18.4,24.5,0.753,11.5,29.4,20.0,8.0,4.4,15.9,20.7,88.0,0.15605429431545645,-0.45425920514402296,-0.3692128631276957,-0.21530555194632112,-0.21530555194632112,-0.23203101732701034,-0.05687439116638567,-0.14260904025875554,-0.09225229234977064,-0.2690087900507354,0.022588278582845827,0.0,0.011282800383250025,-0.12955819542117566,-0.14260904025875554,-0.19947885339966742,0.022588278582845827,-0.19947885339966742,0.16995942426617777,-0.16995942426617777,-0.45425920514402296,0,0.4024390243902439
28,29,Toronto Raptors,2004,82,33,49,East,243.7,32.4,77.4,0.418,5.6,15.8,0.35600000000000004,26.7,61.6,0.434,15.1,20.1,0.75,10.1,29.5,19.2,7.4,4.9,14.2,21.3,85.4,0.3661117111060151,-0.3661117110991254,-0.06483981279181947,-0.12694027789822765,0.04749424184135381,0.03985132496215784,0.04749424184135381,-0.3661117110991254,-0.06483981279181947,-0.12694027789822765,-0.3661117110991254,-0.3661117110991254,-0.022437012583066986,-0.3661117110991254,-0.02577940412658363,-0.10317453761706485,-0.029180942916604526,0.006312172275386109,-0.04749424184135381,0.006312172275386109,-0.3661117110991254,0,0.4024390243902439
0,1,Phoenix Suns,2005,82,62,20,West,241.2,40.9,85.6,0.47700000000000004,9.7,24.7,0.39299999999999996,31.2,60.9,0.512,19.0,25.4,0.748,11.8,32.3,23.5,7.0,5.5,13.7,19.1,110.4,-0.03464666014764092,0.3640118225885618,0.12732554606538768,0.1273255460653879,0.3640118225885618,0.3640118225885618,0.3640118225885618,0.009102756019813188,-0.05721572418437349,0.12732554606538768,-0.024709329121250356,-0.021513919250593642,-0.04166915866455132,-0.024709329121250356,0.3640118225885618,0.10386439416820012,-0.03464666014764091,0.03810995639413928,-0.04913893714738732,-0.3640118225817116,0.3640118225885618,1,0.7560975609756098
1,2,Sacramento Kings,2005,82,50,32,West,242.1,39.1,85.1,0.45899999999999996,6.4,17.0,0.374,32.7,68.1,0.48,19.2,24.4,0.787,12.5,29.9,24.5,8.2,3.9,13.1,20.5,103.7,0.025243508435601508,0.21078667058856623,0.1719468756738744,0.11758355436640437,0.0689830398733719,0.03039938682226804,0.14628654457233423,0.12629520679804868,0.08134921292416328,0.12629520679804868,-0.02524350843560149,-0.09472028496107333,0.10949013857298567,0.05176095943160719,0.02013712849215029,0.6026193682995465,0.09472028496107333,-0.10949013857298567,-0.6026193682882062,-0.1719468756738744,0.21078667058856612,1,0.6097560975609756
2,3,Dallas Mavericks,2005,82,58,24,West,240.6,37.3,81.6,0.457,5.6,15.5,0.364,31.6,66.1,0.479,22.3,28.2,0.789,12.1,30.9,19.6,8.6,5.6,13.4,22.3,102.5,-0.20654567263951837,0.19105370038693772,0.12370694103427961,0.10624400349439667,0.006544000797104091,0.006544000797104134,0.13308155747900446,0.04651555456281922,0.06044641383579442,0.13308155747900446,0.7870352025543789,0.15356691370368705,0.17733952903932296,0.01968119984925424,0.11478441757126649,-0.16494453861386818,0.19105370038693772,0.11478441757126649,-0.19105370038693764,-0.0329686213552319,0.22456670204020418,1,0.7073170731707317
3,4,Miami Heat,2005,82,59,23,East,243.7,37.8,77.7,0.486,5.8,15.4,0.377,32.0,62.3,0.513,20.2,30.1,0.672,10.8,32.2,21.8,6.4,5.8,13.7,22.1,101.5,0.17825545062346176,0.1454098958010936,-0.11482967957736818,0.509615654304511,0.012743835988686348,-0.004237326662342074,0.1454098958010936,0.048505238799792946,-0.05833671941242348,0.509615654304511,0.021347616331435074,0.1782554506234649,-0.5096156542949207,-0.09943659820123689,0.17825545062346176,0.03459299985919522,-0.1454098958010936,0.09943659820123689,-0.06879439087476746,-0.03913984868441922,0.12370978606037647,1,0.7195121951219512
4,5,Boston Celtics,2005,82,45,37,East,242.4,37.1,79.4,0.46799999999999997,5.3,15.3,0.349,31.8,64.1,0.496,21.6,28.3,0.764,11.1,29.7,22.1,8.1,5.2,15.8,24.4,101.3,0.15493511221352274,0.2640913074237541,-0.07999349159115748,0.38619070029675434,-0.04522775842173013,-0.03384605234618941,-0.06827667231215291,0.10395059765135446,-0.05669662890055756,0.38619070029675434,0.3285578924942682,0.3285578924942682,0.03384605234618941,-0.1973964715261585,-0.022528713097488124,0.16858224578166386,0.18270939430942965,0.05669662890055752,0.2640913074237541,0.3285578924942682,0.28365757834396377,1,0.5487804878048781
5,6,Washington Wizards,2005,82,45,37,East,241.2,36.2,82.9,0.43700000000000006,6.3,18.3,0.34299999999999997,29.9,64.6,0.46299999999999997,21.9,30.2,0.725,13.8,29.0,19.1,8.7,4.2,14.3,22.0,100.5,-0.05977342296238822,0.03711643747087006,0.1316151921902852,-0.0847759195696381,0.05977342296238822,0.08477591956963809,-0.11410223710443394,-0.02630685121424663,0.015704338697499733,-0.0718888410810553,0.21966572496315123,0.6280037539600317,-0.10619057115667965,0.6280037539600317,-0.0847759195696381,-0.17918986525374386,0.17918986525374386,-0.059773422962388204,0.005221694090887707,-0.06574840209468687,0.11410223710443394,1,0.5487804878048781
6,7,Toronto Raptors,2005,82,33,49,East,241.5,36.0,81.2,0.444,7.9,20.5,0.385,28.1,60.7,0.46299999999999997,19.8,25.6,0.774,10.3,29.8,20.4,7.6,3.9,13.3,22.9,99.7,-0.027427553951773116,0.0068246723871495316,0.06303895494479646,-0.03438264248149344,0.21540439747072296,0.172018994647331,0.28709966180809615,-0.1387894131931846,-0.14912983666307242,-0.09395758926709723,0.0068246723871495316,-0.027427553951773116,0.07812292755500501,-0.8207910697173707,0.0068246723871495316,-0.10223364594753188,0.0068246723871495316,-0.14912983666307242,-0.23419834715870222,0.02052532469381965,0.12901272031461045,0,0.4024390243902439
7,8,Denver Nuggets,2005,82,49,33,West,240.9,37.0,80.7,0.45899999999999996,3.9,11.5,0.34,33.1,69.2,0.479,21.5,28.2,0.763,11.8,30.2,23.9,9.1,6.0,14.9,22.9,99.5,-0.1406688541041754,0.11291582373283764,0.019360806458327547,0.15106697342603495,-0.1406688541041754,-0.1216930960135126,-0.162259380165902,0.7742229309827029,0.1406688541041754,0.13091510158215428,0.1406688541041754,0.15106697342603495,0.0,-0.05255469198453401,0.04575832043220894,0.2708108675226726,0.2708108675226739,0.1879435067308135,0.08862684163232984,0.019360806458327547,0.09643335061663308,1,0.5975609756097561
8,9,Orlando Magic,2005,82,36,46,East,240.3,37.0,81.5,0.45399999999999996,3.9,11.2,0.349,33.1,70.3,0.47100000000000003,21.6,28.5,0.759,12.7,31.0,19.3,7.7,5.4,16.1,23.6,99.5,-0.6203520585179298,0.09047466936212033,0.07726796142553403,0.07101293625830535,-0.11271199769782501,-0.13001157221459736,-0.031293919819479994,0.620352058529604,0.17700658806074113,0.020729684059492534,0.15059117551548915,0.17700658806074113,-0.015512994591844602,0.07726796142553403,0.11271199769782501,-0.1505911755154891,0.025986324446762063,0.04210984982918744,0.19428577864370153,0.08374299657787107,0.07726796142553403,0,0.43902439024390244
9,10,Philadelphia 76ers,2005,82,43,39,East,242.1,35.9,82.1,0.43700000000000006,6.2,17.7,0.348,29.8,64.4,0.462,21.1,26.8,0.789,11.1,30.9,20.9,9.2,3.9,15.5,22.9,99.1,0.036824410983296425,-0.014632379492645934,0.15972066132231463,-0.11866959212619835,0.05195570296618953,0.08367102072076797,-0.06751582244134303,-0.05195570296618957,0.0073093433975012145,-0.15972066132231463,0.11866959212619833,0.06751582244134303,0.1980799752153397,-0.1282088359588579,0.1282088359588579,-0.0755072080357525,0.8790815801760878,-0.15972066132231463,0.11866959212619833,0.0219829814563452,0.08367102072076797,1,0.524390243902439
10,11,Seattle SuperSonics,2005,82,52,30,West,240.9,35.1,79.2,0.444,8.1,22.2,0.365,27.0,57.0,0.474,20.5,26.0,0.79,12.7,28.2,18.1,6.7,4.1,13.6,23.7,98.9,-0.1326048606477091,-0.08354621255106139,-0.056053651119580904,-0.03057272519689829,0.25528634308156556,0.25528634308156556,0.15295768656612965,-0.25528634308156567,-0.25528634308156567,0.06946617895939619,0.05605365111958065,0.006068435070500714,0.208246987214689,0.09090520500607914,-0.1771694429331499,-0.7298397681924588,-0.12341025248649526,-0.0985230376379396,-0.14240689658846048,0.12341025248649524,0.056053651119580904,1,0.6341463414634146
11,12,Los Angeles Lakers,2005,82,34,48,West,241.2,35.3,80.8,0.43700000000000006,7.9,22.1,0.355,27.5,58.7,0.467,20.3,26.1,0.777,12.5,30.6,20.4,6.2,4.2,14.3,21.9,98.7,-0.13018251572146256,-0.11748055912933618,0.06899673035983622,-0.18463628039371874,0.3589456672685589,0.3902635367762153,0.011372500341956348,-0.3902635367762153,-0.3320229230326451,-0.02276630495163752,0.08083711731912444,0.034202998892482156,0.15656908573097855,0.11748055912933618,0.14319562048066842,-0.17036014442055242,-0.47841725094907217,-0.1301825157214625,0.011372500341956275,-0.19947825016435675,0.06899673035983622,0,0.4146341463414634
12,13,Golden State Warriors,2005,82,34,48,West,242.7,36.9,85.8,0.43,7.6,21.6,0.35200000000000004,29.3,64.2,0.457,17.2,23.8,0.722,13.0,29.7,22.1,7.8,5.1,13.6,22.4,98.7,0.14333539771134984,0.09030686767280455,0.78889923740666,-0.22509857171757844,0.16533519759287163,0.19150619699067628,-0.006559499780528976,-0.07508746165108897,-0.013131287565917337,-0.16533519759287166,-0.24707244943181078,-0.1915061969906762,-0.1915061969906762,0.16533519759287163,-0.013131287565917337,0.09826135821819328,0.06058957671049117,0.013131287565917358,-0.1539306256169177,-0.01972781332008077,0.03979635296055812,0,0.4146341463414634
13,14,New York Knicks,2005,82,33,49,East,242.4,36.3,80.5,0.451,5.4,15.1,0.35600000000000004,30.9,65.4,0.473,19.3,25.1,0.767,11.8,29.2,20.3,7.7,3.2,14.7,23.7,97.3,0.10827123460262938,0.07264240742203439,0.007864353596968167,0.06420358979881237,-0.007864353596968167,-0.03962054773233453,0.02365218459258524,0.007864353596968066,0.039620547732334505,0.06420358979881237,-0.02365218459258524,-0.07264240742203439,0.05590078305047848,-0.06420358979881233,-0.09002429588850906,-0.14866671885544158,0.03962054773233455,-0.9458316583292018,0.07264240742203405,0.1599328083384829,0.02365218459258524,0,0.4024390243902439
