,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
8,9,Boston Celtics,1992,East,1,82,51,31,241.2,43.2,87.8,0.49200000000000005,1.3,4.4,0.306,41.9,83.4,0.502,18.9,23.4,0.8079999999999999,13.4,31.5,25.3,7.8,5.9,14.2,20.6,106.6,0.6219512195121951,-0.0787206346406129,0.09236122923458821,0.026563751180693127,0.08529879808401919,-0.47076600248139683,-0.47076600248139683,-0.0666685891191687,0.10850544188499457,0.09236122923458821,0.07872063464061294,-0.04548923446065503,-0.16015553505474767,0.470766002490256,-0.050512815425934526,0.470766002490256,0.04548923446065503,-0.07253386862616208,0.035830336582606696,-0.09236122923458813,-0.08529879808401919,0.04548923446065503,0.05569700258383965
9,10,Seattle SuperSonics,1992,West,1,82,47,35,242.1,41.2,86.9,0.474,2.5,7.9,0.317,38.7,79.0,0.49,21.6,27.6,0.7829999999999999,15.6,27.5,22.9,9.5,5.5,16.1,23.8,106.5,0.573170731707317,0.19662693702536732,0.07593748109905699,0.0,0.07593748109905699,-0.018873235041803393,0.03779048715256839,-0.13467259926772207,0.018873235041803455,-0.07593748109905687,0.11482165159497966,0.24074995214585684,0.175501869148858,0.34026946053498963,0.34026946053498963,-0.46901410721439646,-0.28817456766926014,0.34026946053498963,0.018873235041803455,0.11482165159497966,0.34026946053498963,0.15487641017391773,0.13467259926772207
10,11,Atlanta Hawks,1992,East,0,82,38,44,242.7,42.6,91.2,0.467,2.6,8.2,0.313,40.0,83.0,0.48200000000000004,18.5,25.3,0.731,15.7,30.5,25.9,9.7,3.9,15.3,21.6,106.2,0.4634146341463415,0.4195826531368888,0.17466135962114343,0.33827942538991224,-0.04602537899940074,0.02290465088643211,0.06959290663200204,-0.1459175051796426,0.20623584896917307,0.20623584896917307,-0.046025378999401005,-0.19002748191028215,-0.1191747364687901,-0.4195826531368888,0.24197209041813866,0.17466135962114238,0.1459175051796427,0.2419720904181389,-0.37347379268048336,-0.05773785902302376,-0.10637092415723731,0.06959290663200204,-0.09386992264100447
11,12,New Jersey Nets,1992,East,1,82,40,42,241.2,42.4,92.4,0.45799999999999996,2.7,8.2,0.33399999999999996,39.6,84.3,0.47,17.9,24.5,0.732,18.4,29.2,23.6,9.0,7.5,17.0,22.4,105.4,0.4878048780487805,-0.10394583738938486,0.06669911799256961,0.6216180365758533,-0.11263190440003291,0.02319745371703846,0.03507582698343589,0.029100712292340354,0.07354452361933943,0.14327487411060819,-0.1039458373893849,-0.211475698586684,-0.12195741763175715,-0.17049770114899032,0.6216180365758533,-0.005765413732935362,-0.06006578313045515,0.04731179260718376,0.1882361690132985,0.17049770114899032,0.0,0.02319745371703846,-0.01735024762415526
12,13,Milwaukee Bucks,1992,East,0,82,31,51,242.4,40.5,88.0,0.46,4.5,12.3,0.369,36.0,75.7,0.475,19.5,25.7,0.759,15.8,26.5,24.6,10.5,3.9,16.5,23.2,105.0,0.3780487804878049,0.10258906666350094,-0.03979809297375798,0.04509815082626973,-0.07405129176157228,0.522897380346868,0.522897380346868,0.1778907340062474,-0.1434205509496848,-0.12052104658134764,-0.06783343413238466,-0.014594813047920931,-0.034606384669271385,0.029505350494926523,0.13112142324678155,-0.1778907340062474,-0.009710899933260471,0.522897380346868,-0.15834193004722008,0.056106470561694245,0.06186474084832687,0.004849794504313573,-0.07405129176157228
13,14,Miami Heat,1992,East,1,82,38,44,241.8,39.7,86.1,0.461,3.1,9.2,0.342,36.6,77.0,0.475,22.4,28.4,0.79,14.5,28.9,21.3,8.2,4.5,16.8,22.2,105.0,0.4634146341463415,0.027558019546092386,-0.2481352623612381,-0.1755624864048732,-0.1592214133631058,0.21014601734173352,0.2101460173417334,0.14338658699892085,-0.2911317719014839,-0.2286339611436873,-0.19250070709679099,0.2481352623612381,0.2481352623612381,0.37210215011792624,0.09820752264874458,-0.09820752264874458,-0.4070051564269093,-0.11294078114341985,-0.2286339611436873,0.2688702871655555,-0.04141780329427475,0.01376296045298973,-0.11294078114341985
14,15,Sacramento Kings,1992,West,0,82,29,53,241.8,40.8,87.7,0.466,2.9,8.2,0.353,37.9,79.4,0.47700000000000004,19.7,26.4,0.747,12.9,28.7,23.9,8.9,7.5,16.6,21.5,104.3,0.35365853658536583,0.0320563195362424,-0.08080731146515488,0.06441505104342893,-0.09739910306918612,0.1667916027986265,0.09739910306918617,0.33865325814204744,-0.14887196277545814,0.0,-0.11423795246336257,0.0,-0.016009490714954652,-0.03205631953624231,-0.5226971280173386,-0.18521115043274541,-0.1313761231263679,0.08080731146515498,0.5226971280173386,0.24444818575979838,-0.2042195794715531,-0.03205631953624231,-0.28863842139153567
15,16,San Antonio Spurs,1992,West,1,82,47,35,241.2,41.2,86.5,0.47600000000000003,1.4,4.9,0.292,39.7,81.5,0.48700000000000004,20.1,27.4,0.736,15.0,31.1,24.5,8.9,7.4,16.0,21.9,104.0,0.573170731707317,-0.2519882224759408,0.05623587509547909,-0.08503173879219014,0.11469448725083907,-0.45632705288288755,-0.3473307037524843,-0.3473307037524843,0.213409093356712,0.14561304524364194,0.02798593111795401,0.05623587509547909,0.05623587509547909,-0.2956523672194769,0.21340909335671165,0.3202185215107861,-0.07054670920453292,0.070546709204533,0.34733070375248437,0.05623587509547909,-0.08503173879219014,-0.05623587509547901,0.09973245572004068
16,17,Los Angeles Clippers,1992,West,1,82,45,37,241.8,40.8,86.3,0.473,1.8,6.1,0.289,39.0,80.2,0.48700000000000004,19.5,27.1,0.72,13.8,29.2,25.0,10.0,6.1,15.5,22.8,102.9,0.5487804878048781,0.016925379567823355,-0.04266536015953969,-0.07860273772641761,0.008452832731836264,-0.09778942394566924,-0.0880641080115491,-0.24997140114023728,0.03401042928705933,0.03401042928705933,0.016925379567823355,-0.02543767851127914,0.016925379567823355,-0.9113714174843897,-0.06936512931713555,-0.008452832731836238,0.01692537956782316,0.22853493220785942,0.10782566270059307,0.008452832731836264,0.06936512931713555,-0.05142564127325144,0.03401042928705933
17,18,Washington Bullets,1992,East,0,82,25,57,242.1,41.0,89.0,0.461,1.8,6.5,0.272,39.2,82.5,0.47600000000000003,18.5,23.9,0.778,13.0,28.6,24.5,8.7,5.1,15.3,22.6,102.4,0.3048780487804878,0.1456679144704714,-0.013981933652843488,0.17835574295412204,-0.16175467809844046,-0.16175467809844046,-0.08506378005439823,-0.5128581093732398,0.08506378005439776,0.21348950917338053,-0.1456679144704714,-0.23227160220484488,-0.41348074151372377,0.21348950917338053,-0.3474615832841715,-0.21348950917338047,-0.07057329228562252,0.013981933652843533,-0.027996476645657,-0.07057329228562252,0.04207677408397088,-0.11473770589121932,-0.29576377356203704
18,19,Houston Rockets,1992,West,0,82,42,40,242.4,39.9,84.1,0.475,4.0,11.7,0.34299999999999997,35.9,72.4,0.496,18.2,24.6,0.738,13.1,29.7,25.1,8.0,7.0,16.8,21.6,102.0,0.5121951219512195,0.15079708515204704,-0.09093583650794178,-0.17715554995303726,0.04337032196246117,0.19273718993329378,0.2614840453875009,0.09093583650794185,-0.2614840453875009,-0.7686140770449058,0.09093583650794185,-0.21081584751182555,-0.12852624790184364,-0.1184251882989301,-0.1507970851520469,0.04337032196246117,0.028683031105506324,-0.09093583650794178,0.12852624790184364,0.13926633745175554,-0.06629039440095025,-0.07426973438218352,0.0
19,20,Philadelphia 76ers,1992,East,0,82,35,47,240.9,38.9,82.5,0.47100000000000003,2.8,8.3,0.33399999999999996,36.1,74.2,0.48700000000000004,21.4,27.6,0.775,12.9,28.2,21.4,8.4,5.9,15.1,19.3,101.9,0.4268292682926829,-0.23470960416742379,-0.1943607567429776,-0.7750886775378251,-0.014394427797901172,0.051296904395241656,0.07489536286493088,0.036285357372752035,-0.17864786117307013,-0.26368671741722166,0.014394427797901213,0.07489536286493088,0.06684880704662334,0.07489536286493088,-0.23470960416742379,-0.15206735967734578,-0.17864786117307013,-0.028924649328331754,0.058992552671951345,-0.07489536286493088,-0.21259170412306938,-0.0917018558009295,-0.07489536286493088
20,21,Orlando Magic,1992,East,0,82,21,61,240.3,39.3,86.6,0.45299999999999996,2.4,7.4,0.324,36.9,79.2,0.466,20.6,27.7,0.746,14.3,28.4,21.9,7.8,4.5,16.9,24.1,101.6,0.25609756097560976,-0.7984109316789374,-0.156643034321735,-0.022284789944367042,-0.218988543472601,-0.02979498590029759,-0.014827553081559001,-0.014827553081559001,-0.12301617645038036,-0.014827553081559001,-0.20020903074720908,0.04505165882258624,0.09446114521926396,-0.03737717609075553,0.022284789944367063,-0.13350882373510542,-0.156643034321735,-0.12301617645038036,-0.12301617645038036,0.1840233374776394,0.15664303432173513,-0.12301617645038036,-0.27162099489470426
21,22,New York Knicks,1992,East,1,82,51,31,242.1,40.4,84.7,0.47700000000000004,2.5,7.5,0.325,37.9,77.2,0.49200000000000005,18.3,25.0,0.7340000000000001,14.5,30.4,26.0,7.7,4.7,15.1,23.2,101.6,0.6219512195121951,0.16031216726233302,-0.16031216726233302,-0.3254974282413273,0.178016161658157,-0.01538756214471555,0.0,0.0,-0.14308866032029996,-0.19628616089272646,0.14308866032030002,-0.3525434489405792,-0.23495198670050396,-0.38239251010886594,0.10980009446353159,0.1962861608927266,0.23495198670050263,-0.3254974282413273,-0.16031216726233302,-0.16031216726233302,0.1962861608927266,-0.25562227672657,0.1962861608927266
22,23,Minnesota Timberwolves,1992,West,0,82,15,67,241.5,41.0,89.5,0.45799999999999996,1.5,4.8,0.32,39.5,84.7,0.466,16.8,22.6,0.743,14.2,26.4,24.7,7.5,6.4,14.1,22.8,100.5,0.18292682926829268,-0.03113448480759279,-0.004363236863877714,0.06662206527399836,-0.08523927337939127,-0.09996583981721822,-0.12903182482984182,-0.01755571931084064,0.0454574903645383,0.12903182482984182,-0.11796661220297339,-0.47043748428564247,-0.47043748428564247,-0.05047756568636384,-0.004363236863877714,-0.47043748428564247,0.0,-0.11796661220297339,0.06662206527399829,-0.10842972271281624,0.035805332828161084,-0.09229677610027964,-0.47043748428564247
23,24,Los Angeles Lakers,1992,West,1,82,43,39,241.8,38.8,85.1,0.456,1.5,5.4,0.267,37.4,79.7,0.469,21.3,27.8,0.7659999999999999,14.1,26.8,22.0,9.2,4.9,13.3,18.8,100.4,0.524390243902439,0.011475139370343635,-0.21020924728332874,-0.10332334344743356,-0.14241685282367972,-0.1312999788291586,-0.10332334344743356,-0.6178953914666,-0.0731040921257218,0.011475139370343635,-0.12122705886455219,0.04702845943078628,0.08750464934846805,0.04702845943078628,-0.02305853257531479,-0.16947665221862965,-0.10332334344743356,0.0662996811519356,-0.03486577056987955,-0.18710889082871895,-0.6178953914666,-0.14241685282367972,0.011475139370343536
24,25,Denver Nuggets,1992,West,0,82,24,58,241.2,39.8,90.0,0.442,1.5,5.1,0.301,38.2,84.9,0.45,18.6,25.2,0.738,16.5,28.7,18.9,9.4,5.6,17.6,24.2,99.7,0.2926829268292683,-0.08538907303358441,-0.07231609667950721,0.10018516472318953,-0.17372233775751686,-0.10850968529928652,-0.10018516472319021,-0.10018516472319021,-0.02881397107593883,0.17372233775751686,-0.5106446708811696,-0.06041510517662401,-0.06041510517662401,-0.07867822501436515,0.17372233775751686,-0.05479176463996442,-0.5106446708811696,0.07231609667950722,0.01905616539715006,0.5106446708907793,0.12804894141211276,-0.14005987176698753,-0.11769695638199458
25,26,Detroit Pistons,1992,East,1,82,48,34,241.2,38.9,83.7,0.465,2.0,6.4,0.314,36.9,77.3,0.47700000000000004,19.1,25.7,0.743,14.8,29.5,23.2,6.7,4.4,14.8,20.1,98.9,0.5853658536585366,-0.20795118121364237,-0.31184234321565096,-0.37658009860281044,-0.09465067005178089,-0.07017173401496637,-0.09465067005178089,-0.12016595244415434,-0.19160800376758905,-0.12016595244415434,-0.08230337818387483,-0.09465067005178089,-0.08230337818387483,-0.133436419589414,0.1471311496692803,0.023095156496442282,-0.14713114966928018,-0.42307246180857755,-0.24398465288499688,-0.1761140763215546,-0.2866317695621307,-0.42307246180857755,0.12016595244415434
26,27,Dallas Mavericks,1992,West,0,82,22,60,240.9,38.0,86.6,0.439,3.3,9.7,0.336,34.8,76.9,0.452,18.3,24.4,0.75,14.6,29.7,19.9,6.5,4.3,14.7,22.8,97.6,0.2682926829268293,-0.1266346377642232,-0.4181894228969788,-0.011672264339640552,-0.4181894228969788,0.08204604612074601,0.08204604612074597,0.03182869556999694,-0.4181894228969788,-0.08204604612074615,-0.14226887758520423,-0.08886336284629726,-0.09638722397941354,0.0,0.04040885834333039,0.023597030621751364,-0.14226887758520423,-0.4181894228969788,-0.09638722397941354,-0.0699288746360624,0.03182869556999694,-0.4181894228969788,-0.11470120082559594
0,1,Phoenix Suns,1993,West,1,82,62,20,240.6,42.6,86.5,0.493,4.9,13.4,0.363,37.8,73.1,0.516,23.3,31.0,0.753,13.9,30.6,25.5,9.2,5.5,16.6,21.2,113.4,0.7560975609756098,-0.3647511692781747,0.1000441303104252,0.010180726323766126,0.12408907688676894,0.3647511692850388,0.3647511692850388,0.1000441303104252,-0.0033830121984299616,-0.06099302706681376,0.3647511692850388,0.3647511692850388,0.12408907688676894,-0.013611732398136168,0.003383012198429972,0.047317744066711444,0.027761471931382307,0.0352452202827638,0.017075628780220252,0.047317744066711444,-0.08407040141383355,0.3647511692850388,0.3647511692850388
1,2,Charlotte Hornets,1993,East,1,82,44,38,240.9,42.8,87.9,0.48700000000000004,2.1,6.5,0.326,40.7,81.4,0.5,22.3,29.0,0.7709999999999999,13.4,30.6,26.4,7.8,5.8,16.2,21.8,110.1,0.5365853658536586,-0.23400339638231546,0.40576483728957663,0.1152500399879743,0.21611025128620726,-0.16890936180892985,-0.19944403104995043,-0.04450965806441493,0.3271391106747388,0.27490584672236257,0.1689093618089299,0.1689093618089299,0.1152500399879743,0.21611025128620726,-0.06730105314156133,0.15472656581738334,0.27490584672236257,-0.16890936180892985,0.14111210819671804,0.022150348377428273,-0.16890936180892985,0.40576483728957663,0.06730105314156123
2,3,Golden State Warriors,1993,West,0,82,34,48,242.7,42.4,88.0,0.48200000000000004,3.6,10.4,0.35,38.7,77.6,0.499,21.6,30.1,0.7170000000000001,14.9,29.1,24.5,8.5,4.7,17.7,25.1,109.9,0.4146341463414634,0.27777765003114835,0.2564674254471761,0.18512444616951562,0.061196644740631856,0.1402633099595688,0.12631389755603412,0.09949319917459065,0.15465869148970468,0.0,0.11274307302921248,0.024276753709316597,0.21859040490428133,-0.4447177466887167,0.12631389755603412,-0.03648628697988583,-0.04878252874870377,0.061196644740631856,-0.12631389755603412,0.4447177466887167,0.30129645910809766,0.35854405010751234,-0.18512444616951557
3,4,Portland Trail Blazers,1993,West,1,82,51,31,242.7,41.0,89.5,0.45799999999999996,3.4,10.3,0.326,37.6,79.3,0.475,23.2,31.1,0.745,15.0,30.6,24.0,9.4,5.2,14.8,23.1,108.5,0.6219512195121951,0.13797444842481088,0.03039687787189132,0.6493053280257519,-0.12738948421889745,0.024230684132129227,0.04941909212852319,-0.024230684132129192,-0.024230684132129192,0.07682024687732138,-0.0919528383486696,0.14965643475321652,0.6493053280257519,-0.04941909212852319,0.10004254154326235,0.08423184329442218,-0.07682024687732132,0.08423184329442218,0.0,-0.12738948421889745,-0.006022209194071487,0.14965643475321652,0.09195283834866955
4,5,Seattle SuperSonics,1993,West,1,82,55,27,241.2,42.4,87.1,0.486,2.7,7.4,0.35700000000000004,39.7,79.6,0.498,21.0,27.5,0.7609999999999999,14.9,27.5,23.2,11.5,5.0,15.5,24.0,108.3,0.6707317073170732,-0.07295151560254375,0.1659497731111702,0.04772834356958479,0.10007342927717436,-0.04772834356958479,-0.07295151560254377,0.15326037024415765,0.194956840780102,0.11978659584388333,0.039597891592530764,-0.03156521559617744,-0.01570851254467255,0.03156521559617691,0.0817326512466937,-0.2319994582624172,-0.16594977311117007,0.8458474616365784,-0.023608811276612622,-0.07295151560254377,0.05597986092319795,0.1659497731111702,0.1659497731111702
5,6,Sacramento Kings,1993,West,0,82,25,57,241.2,41.0,88.6,0.46299999999999997,3.2,9.6,0.332,37.8,79.0,0.478,22.7,29.8,0.762,13.9,27.8,25.3,9.4,4.2,16.6,25.4,107.9,0.3048780487804878,-0.13301237510653494,0.07219876881831298,0.2578892711597817,-0.1824637144721454,0.02864130437455686,0.043045905700617074,0.0,-0.014303971980633974,0.11738039751436331,-0.1824637144721454,0.30257594085046896,0.21840669775702287,0.08702300816721925,0.014303971980634019,-0.27943937404874836,0.028641304374557024,0.2000677637612906,-0.3867292031682232,0.2000677637612906,0.4230042201595811,0.2578892711597817,-0.3554644783078875
6,7,Indiana Pacers,1993,East,1,82,41,41,240.9,41.1,85.6,0.48,3.1,9.6,0.326,38.0,76.0,0.5,22.4,29.3,0.7659999999999999,14.9,29.9,26.1,7.5,4.9,15.3,24.9,107.8,0.5,-0.3668621077012566,0.14231937910824136,-0.10551217028358205,0.034726519433863096,0.0,0.05219156436843797,-0.06978064089247354,0.05219156436843797,-0.10551217028358205,0.2648100217419802,0.3126811778401576,0.22123048740128506,0.20063871049199045,0.18068486712715803,0.06978064089247364,0.36686210770125693,-0.3388098784394306,-0.10551217028358205,-0.2648100217419801,0.3388098784394306,0.2648100217419802,-0.03472651943386299
7,8,Cleveland Cavaliers,1993,East,1,82,54,28,241.8,41.8,84.0,0.49700000000000005,3.5,9.0,0.381,38.3,74.9,0.511,20.7,25.8,0.802,11.3,30.4,28.6,7.5,6.5,13.7,19.3,107.7,0.6585365853658537,0.023915056922405406,0.0501434070112808,-0.06002100730713797,0.42382552336472956,0.028049612879080765,0.0,0.42382552336472956,0.04095346414304219,-0.04095346414304219,0.14418629022757792,-0.03225766320024781,-0.06002100730713797,0.42382552336472956,-0.14418629022757792,0.03225766320024781,0.42382552336472956,-0.07679358226614952,0.09768627184538656,-0.14418629022757792,-0.4238255233567537,0.0501434070112808,0.07087133310322681
8,9,Atlanta Hawks,1993,East,1,82,43,39,241.8,41.4,88.7,0.466,4.7,13.1,0.355,36.7,75.6,0.486,20.1,27.1,0.742,15.7,28.6,25.4,9.8,3.4,16.3,22.0,107.5,0.524390243902439,0.07408801874793802,0.12687241469118518,0.2790058884143046,-0.08689673002244803,0.397597035288238,0.397597035288238,0.18594300356756566,-0.12687241469118518,-0.09993312429482816,-0.048998228515153175,-0.12687241469118518,-0.09993312429482816,-0.1408835066565369,0.36012941006841986,-0.09993312429482816,0.061467235509840235,0.3026286896736024,-0.44668413745518987,0.061467235509840235,-0.11324158458949794,0.12687241469118518,0.02438409726528977
9,10,Los Angeles Clippers,1993,West,1,82,41,41,241.5,43.2,89.4,0.484,1.6,6.0,0.271,41.6,83.4,0.499,19.0,26.5,0.718,14.4,28.8,27.3,10.3,6.0,16.3,23.4,107.1,0.5,-0.00432128602498402,0.4659144094010428,0.15850501338801593,0.03546107836848586,-0.14108654889881714,-0.09900470683913876,-0.4659144093922749,0.4659144094010428,0.4659144094010428,0.040183560096174555,-0.0779093600689986,-0.0499922433690298,-0.12779123362095998,0.026289992007409373,-0.02628999200740952,0.15850501338801593,0.12779123362095998,0.06598151982247523,0.021811531170365172,0.00865265036163762,0.03546107836848586,-0.008652650361637596
10,11,Utah Jazz,1993,West,1,82,47,35,240.9,40.7,83.3,0.489,1.6,5.0,0.314,39.1,78.2,0.5,23.3,30.4,0.7659999999999999,12.7,30.0,26.5,9.1,4.2,15.5,24.0,106.2,0.573170731707317,-0.152358007805433,0.0,-0.152358007805433,0.17898931292541798,-0.235158207386682,-0.2641907049328949,-0.10997572797127363,0.10997572797127367,0.028979933349838297,0.10997572797127367,0.7765701136325155,0.19473224073691847,0.08332535188971762,-0.10074140669307952,0.04381925449963584,0.212998033140561,0.05910530582977279,-0.1947322407369183,-0.06697657595557385,0.05139494877025271,0.04381925449963584,0.05910530582977279
11,12,Orlando Magic,1993,East,0,82,41,41,242.4,39.7,81.8,0.486,3.9,10.8,0.35700000000000004,35.9,71.0,0.505,22.2,30.4,0.73,12.7,31.3,23.8,6.6,5.7,17.4,23.5,105.5,0.5,0.12555859768492153,-0.12555859768492153,-0.2554464211925698,0.08883614279288929,0.12555859768492153,0.08883614279288929,0.136050700309183,-0.12555859768492175,-0.2554464211925698,0.1473152049153777,0.08883614279288929,0.18828691947996723,-0.14731520491537756,-0.09740702956293962,0.22737485221611428,-0.10633570978753815,-0.7508669026761831,0.07255485826195039,0.20594814378739343,0.028020744569706667,0.020957768159723795,-0.013944597217882267
12,13,San Antonio Spurs,1993,West,1,82,49,33,242.1,40.4,82.5,0.49,2.9,8.4,0.341,37.5,74.0,0.507,21.9,28.6,0.765,11.2,31.0,24.5,7.1,6.3,15.0,22.5,105.5,0.5975609756097561,0.1072240416095819,-0.02306996338236737,-0.190507142661369,0.2267042988371486,-0.030844770599767975,-0.015349981197742474,0.04663899107627388,-0.04663899107627385,-0.11705258462353758,0.19050714266136903,0.07128646901871298,0.04663899107627388,0.06290868848939729,-0.8265418253390707,0.19050714266136903,-0.030844770599767975,-0.2502904638852578,0.13821282060459217,-0.13821282060459217,-0.04663899107627385,0.023069963382367394,0.09778935169257674
13,14,Denver Nuggets,1993,West,0,82,36,46,241.8,40.9,88.8,0.46,1.7,5.5,0.304,39.2,83.3,0.47100000000000003,21.8,28.8,0.7559999999999999,15.4,31.3,21.2,7.9,6.9,17.2,24.9,105.2,0.43902439024390244,0.04174241290073617,0.013738402962594617,0.2029028551015598,-0.12370200325339438,-0.17050599993694462,-0.2029028551015598,-0.12370200325339438,0.12370200325339438,0.25166921746551174,-0.25166921746551174,0.04174241290073617,0.05630397204934575,-0.00686120046998214,0.1451369025596003,0.2240127337130622,-0.2029028551015598,-0.063802178292155,0.7397640763123767,0.1451369025596003,0.13403896254485043,-0.00686120046998214,-0.07937609353232229
14,15,Chicago Bulls,1993,East,1,82,57,25,241.8,42.4,87.9,0.48200000000000004,3.0,8.2,0.365,39.4,79.7,0.494,17.5,23.8,0.733,15.7,27.8,26.0,9.5,5.0,13.5,22.0,105.2,0.6951219512195121,0.04272573097836752,0.14855586495541706,0.07316590118455998,0.035447466577724955,-0.014062035906934148,-0.02825672983748503,0.2575977413317688,0.14855586495541706,0.12661602780505438,0.007022828463850891,-0.2575977413317688,-0.2575977413317688,-0.12661602780505438,0.20768259904925238,-0.13719649287954216,0.12661602780505438,0.12661602780505438,-0.02113427041214989,-0.7571905578757505,-0.06530515406540813,-0.007022828463850868,0.20768259904925238
15,16,Philadelphia 76ers,1993,East,0,82,26,56,243.0,39.3,86.3,0.456,4.0,11.5,0.35100000000000003,35.3,74.8,0.47200000000000003,21.7,27.5,0.7859999999999999,12.6,29.6,24.9,8.2,6.9,16.6,19.6,104.3,0.3170731707317073,0.23329525011399074,-0.15115100566909184,-0.014307687345268104,-0.1931895438090081,0.15115100566909195,0.15115100566909195,0.07444404532968511,-0.16371034676781193,-0.09114926277040801,-0.1931895438090081,0.028750350133516983,-0.014307687345268104,0.21131063196788727,-0.13959319532243772,0.0,0.0,-0.021503467586673056,0.7704180130657363,0.0999433187235135,-0.2620977480227291,-0.02875035013351694,-0.15115100566909184
16,17,Los Angeles Lakers,1993,West,1,82,39,43,241.8,40.4,85.3,0.473,2.3,7.6,0.299,38.1,77.7,0.49,21.2,28.1,0.7559999999999999,13.5,27.9,24.5,9.5,5.3,15.4,21.7,104.2,0.47560975609756095,0.13190941013089102,-0.06524895138774646,-0.1779251180020882,0.0,-0.22588895838521536,-0.13190941013089116,-0.538812788061503,0.15471457589603077,0.04341446756434104,-0.04341446756434091,0.0,0.04341446756434104,-0.02168194993752205,-0.08723849726474624,-0.3310607076970375,-0.08723849726474624,0.39090836267582024,0.04341446756434104,-0.27657836074872055,-0.39090836267582024,-0.13190941013089094,-0.1779251180020882
17,18,Houston Rockets,1993,West,1,82,55,27,241.2,40.0,82.2,0.486,4.7,13.1,0.361,35.3,69.2,0.51,19.3,25.5,0.758,12.0,30.9,25.8,8.3,6.6,15.8,20.7,104.0,0.6707317073170732,-0.06404615250008586,-0.05651927374204343,-0.2036787386949637,0.08785723037766441,0.22486933972146225,0.22486933972146225,0.171158000658481,-0.1577976301071797,-0.7425928724211234,0.2036787386949637,-0.08785723037766435,-0.14569189396884913,0.013790937469577838,-0.17115800065848097,0.14569189396884924,0.08785723037766441,0.0068874371282738826,0.2036787386949637,-0.02072682815262792,-0.2036787386949637,-0.05651927374204343,0.14569189396884924
18,19,Boston Celtics,1993,East,1,82,48,34,241.2,42.1,86.5,0.48700000000000004,1.3,4.7,0.287,40.8,81.8,0.498,18.1,23.3,0.777,13.1,29.7,24.4,7.9,5.6,14.3,22.7,103.7,0.5853658536585366,-0.045466387336812325,0.07465593715788803,0.014713982967980238,0.09551817120385041,-0.5271669546583551,-0.5271669546583551,-0.17934325172478258,0.17934325172478258,0.14459161189684563,0.0246790359596632,-0.14459161189684563,-0.5271669546583551,0.12150512794226702,-0.04012305332389214,0.00979019160797745,-0.045466387336812346,-0.045466387336812325,0.04012305332389214,-0.121505127942267,-0.01967274163959572,-0.05093915251730831,0.05093915251730831
19,20,Miami Heat,1993,East,0,82,36,46,244.0,38.1,83.5,0.456,4.1,11.5,0.354,34.1,72.1,0.473,23.3,30.2,0.7709999999999999,13.8,29.1,20.6,7.4,4.3,15.7,24.5,103.6,0.43902439024390244,0.5172893919327192,-0.17598288513802457,-0.08650019119985894,-0.12971516754527676,0.11922847817635551,0.10148881579422789,0.06120125167633754,-0.5172893919229845,-0.14188238912614856,-0.0937284407966299,0.5172893919327192,0.10148881579422789,0.0937284407966299,-0.009606752128426268,-0.014438286078087743,-0.17598288513802457,-0.11922847817635597,-0.0937284407966299,-0.029188910463000584,0.06120125167633754,-0.0612012516763375,-0.05550473789158593
20,21,New Jersey Nets,1993,East,1,82,43,39,241.2,39.9,86.4,0.462,1.9,6.0,0.318,38.0,80.4,0.473,21.1,27.5,0.767,15.7,30.6,22.8,8.5,6.4,16.5,23.1,102.8,0.524390243902439,-0.12977964995502292,-0.16145846284825965,0.0,-0.21309855387543056,-0.29522215250223205,-0.31975255967194155,-0.17802912679908137,0.04199972047223856,0.29522215250223227,-0.27264789549581947,-0.0279452077523473,-0.0279452077523473,0.2130985538754306,0.4127235498038315,0.19520532828188603,-0.3468252899724065,0.07044405407331109,0.29522215250223227,0.11452759105154182,-0.013956329064316734,-0.21309855387543056,0.02794520775234738
21,22,Milwaukee Bucks,1993,East,0,82,28,54,240.6,39.9,84.4,0.47200000000000003,3.8,11.4,0.33299999999999996,36.0,73.0,0.494,18.8,25.4,0.742,12.8,25.8,25.4,10.5,4.8,16.6,24.1,102.3,0.34146341463414637,-0.6393375224722448,-0.06860040465388312,-0.06177798376675154,-0.0118733482663558,0.09054122508741212,0.10690885759228351,0.011873348266355834,-0.09054122508741214,-0.12543386557245306,0.00592975929787381,-0.12543386557245306,-0.14735898519402937,-0.06860040465388312,-0.06177798376675154,-0.6393375224722448,0.029930240444756298,0.21750390311196144,-0.04866043533161816,0.08293875882688559,0.06177798376675154,-0.10690885759228351,-0.10690885759228354
