,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
16,17,Chicago Bulls,1980,West,0,82,30,52,242.7,41.0,84.7,0.484,0.9,3.4,0.255,40.1,81.3,0.494,24.6,31.6,0.779,13.6,30.1,26.2,8.6,4.8,20.5,26.2,107.5,0.36585365853658536,0.25956520970292873,-0.3307864847451906,-0.3307864847451906,0.06007094602431376,0.11220882850020106,0.14125375818352484,-0.011839914756701427,-0.3307864847451906,-0.3307864847451906,0.08539889789316076,0.2595652097029327,0.3307864847451909,0.19180752108885757,-0.21166372856223153,0.08539889789316003,0.035690465899371665,-0.19180752108885762,-0.03569046589937169,0.2116637285622315,0.2116637285622315,-0.14125375818352484,-0.19180752108885762
17,18,Washington Bullets,1980,East,1,82,39,43,242.4,43.6,95.1,0.45799999999999996,0.9,2.9,0.307,42.7,92.2,0.46299999999999997,18.9,25.0,0.758,16.3,33.2,26.8,6.5,5.4,16.8,23.1,107.0,0.47560975609756095,0.07081141049647086,0.0053416445650765875,0.14923619508661154,-0.4650763925234966,0.050623648162032756,0.027101347344428168,0.0506236481620329,0.0161019557246833,0.14923619508661154,-0.4650763925234966,-0.14923619508661157,-0.1171043136867058,-0.027101347344428168,0.0783702441299799,0.4650763925322487,0.050623648162032756,-0.4650763925234966,0.0161019557246833,-0.14923619508661157,-0.07081141049647088,-0.0783702441299799,-1.2446477180196173e-17
18,19,Atlanta Hawks,1980,East,1,82,50,32,241.2,39.8,85.7,0.46399999999999997,0.2,0.9,0.17300000000000001,39.6,84.8,0.467,24.9,32.3,0.7709999999999999,16.7,29.3,23.3,9.5,6.6,18.2,28.0,104.5,0.6097560975609756,-0.05224234469860712,-0.34311816470042095,-0.08639573591913693,-0.07045182833805672,-0.34311816470042095,-0.34311816470042095,-0.34311816470042095,-0.34311816470042095,-0.07045182833805672,-0.11010158801471552,0.34311816470687795,0.34311816470687795,0.011879496756141288,0.0704518283380567,-0.02842484414073441,-0.08639573591913693,0.015906898956807757,0.057819005146867546,-0.042069281299750474,0.34311816470687795,-0.07045182833805672,0.04701601729899219
19,20,Golden State Warriors,1980,West,0,82,24,58,242.4,43.0,89.2,0.48200000000000004,0.3,1.5,0.223,42.7,87.8,0.486,17.2,23.3,0.738,14.1,29.7,24.7,9.5,4.1,18.2,25.4,103.6,0.2926829268292683,0.09726282534253343,-0.052920301854727035,-0.06953397785560357,0.022116798639410403,-0.11885998724161827,-0.11885998724161827,-0.052920301854727035,0.022116798639410403,-0.02211679863941042,0.00733700174494943,-0.6388044471900867,-0.6388044471900867,-0.16084831991215556,-0.09726282534253348,0.00733700174494943,-0.08753264627066659,0.02961486403229086,-0.14494858942679567,-0.0783229999141412,0.06953397785560353,-0.16084831991215556,-0.1800225217289406
20,21,Portland Trail Blazers,1980,West,1,82,38,44,241.2,41.6,87.4,0.47600000000000003,0.3,1.6,0.19699999999999998,41.2,85.8,0.48100000000000004,19.0,25.6,0.743,15.8,29.4,23.1,8.6,5.8,18.9,23.9,102.5,0.4634146341463415,-0.19403460100923764,-0.2616669003049285,-0.21474701526408746,-0.07426203039764277,-0.2371198874715903,-0.17462336750549018,-0.32088456681417193,-0.15625057142506288,-0.10557342560745019,-0.13871690033969322,-0.32088456681417193,-0.19403460100923764,-0.19403460100923764,0.08973450785989491,-0.07426203039764277,-0.4089310658655866,-0.2371198874715903,0.10557342560745023,0.044121936459139525,-0.014636961255975245,-0.4089310658655866,-0.04412193645913956
21,22,Utah Jazz,1980,West,0,82,24,58,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,24.5,8.0,4.4,18.8,24.5,102.4,0.2926829268292683,-0.01953223248162275,-0.10608614563879257,-0.42131805701375286,0.0955996132037095,0.009695448643295409,-0.01458694702441235,0.07099650619842723,-0.10608614563879257,-0.42131805701375286,0.07099650619842723,-0.086508469915525,-0.1351947868367452,0.4213180570216815,-0.42131805701375286,-0.07099650619842723,-0.07099650619842723,-0.1351947868367452,-0.034903136401272225,-1.127540693642353e-17,0.024551422495676198,-0.42131805701375286,-0.11873232787777371
0,1,Denver Nuggets,1981,West,0,82,37,45,243.4,46.1,97.1,0.475,0.4,1.8,0.207,45.8,95.3,0.48,29.1,37.2,0.7829999999999999,16.2,30.5,24.8,8.8,4.6,17.6,25.7,121.8,0.45121951219512196,0.34635439742365615,0.34635439742365615,0.34635439742365615,-0.04493120273143109,-0.011440949696853001,-0.011440949696852982,-0.03149489497556204,0.11262093035355776,0.34635439742365615,-0.04493120273143109,0.34635439742365615,0.34635439742365615,0.34635439742365615,0.09922119708234933,0.07306367990121863,-0.015313753676295113,-0.011440949696852982,-0.04981867571150573,-0.04981867571150573,0.03580688946836237,0.34635439742365615,-0.023232395828790792
1,2,Milwaukee Bucks,1981,East,1,82,60,22,240.9,45.4,91.1,0.498,0.4,1.6,0.22899999999999998,45.0,89.5,0.503,22.0,28.5,0.77,15.4,29.4,28.3,10.5,6.5,19.3,26.8,113.1,0.7317073170731707,-0.17412538272353947,0.2553709235400579,0.2115180264757791,0.17412538272353947,-0.0399882115739419,-0.11008041789819926,0.0,0.2553709235400579,0.2553709235400579,0.1570427708103949,0.026585985926138263,-0.05352436976166066,0.1922015006255564,0.2115180264757791,0.026585985926138263,0.3108720497880241,0.2553709235400579,0.2115180264757791,0.14076679147636073,0.3108720497880241,0.39363074831724837,0.3108720497880241
2,3,San Antonio Spurs,1981,West,1,82,52,30,241.5,43.5,88.7,0.491,0.2,1.0,0.17600000000000002,43.4,87.7,0.495,25.0,32.5,0.769,15.9,31.5,25.0,8.4,7.8,18.7,25.8,112.3,0.6341463414634146,0.04854279482399164,0.027218710979282135,0.0,0.05597911927953019,-0.14296008968081722,-0.6156113281548664,-0.12986360028713637,0.08854786123803686,0.05597911927953019,0.03419556969252259,0.20017277398528502,0.20017277398528502,0.07158403975118678,0.12986360028713637,0.20017277398528502,-0.013519753156274579,-0.05597911927953018,0.6156113281664514,0.013519753156274579,0.08854786123803686,0.1580875498842062,0.08854786123803686
3,4,Philadelphia 76ers,1981,East,1,82,62,20,242.1,44.3,86.3,0.514,0.2,1.0,0.226,44.1,85.2,0.518,22.7,29.6,0.768,13.3,31.9,28.9,10.5,7.2,20.8,25.1,111.7,0.7560975609756098,0.09092845782105183,0.06841453680806711,-0.056320057462915504,0.39155395615882804,-0.09092845782105177,-0.39155395615145955,-0.008599115371052398,0.06841453680806711,-0.03087520077473456,0.39155395615882804,0.056320057462915504,0.030875200774734587,0.03560500694727383,-0.09092845782105177,0.39155395615882804,0.39155395615882804,0.0825985554958929,0.11216965207139347,0.10055014055862259,0.004292556049646192,0.0825985554958929,0.39155395615882804
4,5,Los Angeles Lakers,1981,West,1,82,54,28,241.5,46.1,90.0,0.512,0.2,1.1,0.18100000000000002,45.9,88.9,0.516,18.8,25.8,0.7290000000000001,14.2,30.4,28.8,9.9,6.7,19.0,23.8,111.2,0.6585365853658537,0.047183177103870134,0.5983688913945792,0.08606775596897244,0.19456620659288265,-0.138955971831712,-0.10455041993883263,-0.06957906807049787,0.5983688913945792,0.10455041993883266,0.19456620659288265,-0.15365973243091585,-0.12622629730964274,-0.06957906807049787,-0.033237798252452454,0.09500252975165109,0.19456620659288265,0.06957906807049787,0.12622629730964274,0.04013675888026739,-0.12622629730964274,0.10455041993883266,0.10455041993883266
5,6,Portland Trail Blazers,1981,West,1,82,45,37,242.1,45.6,91.9,0.496,0.3,1.8,0.16899999999999998,45.3,90.1,0.503,19.2,26.7,0.718,15.2,29.1,27.4,9.4,5.9,18.5,24.8,110.7,0.5487804878048781,0.279620049061183,0.3092083150848457,0.3092083150848457,0.1400134313843422,-0.15620230442604577,-0.039774201419735394,-0.30920831508484553,0.3092083150848457,0.3915241030377514,0.15620230442604577,-0.23116929994226418,-0.21038601772415433,-0.30920831508484553,0.1400134313843422,0.0,0.21038601772415438,0.10949128609454359,0.09494634971590123,-0.026443702219919932,-0.026443702219919932,0.17319349308553916,0.0807668957247072
6,7,Phoenix Suns,1981,West,1,82,57,25,240.9,43.7,89.3,0.49,0.4,2.0,0.217,43.3,87.4,0.496,22.1,29.6,0.745,15.0,30.4,26.9,10.7,5.1,21.1,24.3,110.0,0.6951219512195121,-0.22134316518762845,0.19962824154246048,0.13993105279458146,0.10322096993133797,-0.05083186139508369,0.050831861395083604,-0.06803863533514215,0.15908913950959258,0.06803863533514219,0.13993105279458146,0.10322096993133806,0.12134246613265968,-0.10322096993133797,0.12134246613265968,0.24432100499568016,0.19962824154246048,0.5003720559572158,-0.03379533863749356,0.5003720559572158,-0.1789386859706379,0.1789386859706379,0.3246201537600577
7,8,Boston Celtics,1981,East,1,82,62,20,241.2,43.7,86.6,0.504,0.8,2.9,0.27,42.9,83.6,0.513,21.7,28.9,0.752,14.1,29.6,26.9,8.3,7.2,19.2,24.3,109.9,0.7560975609756098,-0.02732726663857704,0.10732037024614449,-0.0961976415829062,0.21244469459029863,0.1921157777009559,0.17451616475557497,0.08552650277530252,0.036577647925916154,-0.144547837496585,0.21244469459029863,-0.01816841258103354,-0.009069413070060818,0.01816841258103354,-0.08552650277530252,0.036577647925916154,0.10732037024614449,-0.0961976415829062,0.23699467095935092,0.07522709351548885,-0.0961976415829062,0.07522709351548885,0.827284379411562
8,9,Golden State Warriors,1981,West,0,82,39,43,240.6,43.4,88.8,0.489,0.7,2.6,0.28600000000000003,42.7,86.3,0.495,22.3,30.6,0.727,17.1,28.9,24.7,7.5,3.7,18.9,26.3,109.8,0.47560975609756095,-0.6478873064449381,0.0071027058546521814,0.02140133382899942,0.028645764843420976,0.10286452720487842,0.09319035028306007,0.13667223838692738,0.014228582314222225,0.0071027058546521814,0.03598841432441156,0.07533713006524888,0.09319035028306007,-0.09319035028306007,0.6478873064571304,-0.02864576484342096,-0.04345830302148513,-0.2106676622563909,-0.16637594565380065,0.028645764843420976,0.13667223838692738,0.04345830302148513,-0.02140133382899942
9,10,Chicago Bulls,1981,East,1,82,45,37,241.2,42.2,84.2,0.501,0.5,2.2,0.212,41.7,82.0,0.508,24.2,31.3,0.774,15.0,30.2,23.5,8.9,6.3,20.4,25.1,109.0,0.5487804878048781,-0.04236219313471457,-0.18446269043443342,-0.32932760168465564,0.2705315381256986,0.07123612810324197,0.14912369852923274,-0.08602216294614812,-0.14912369852923274,-0.4169994387756942,0.2705315381256986,0.2705315381256986,0.2705315381256986,0.2705315381256986,0.1011242328074858,0.14912369852923274,-0.32932760168465564,0.0,0.18446269043443342,0.2705315381256986,0.014059226382709556,0.05670195290091174,0.08602216294614812
10,11,Houston Rockets,1981,West,1,82,40,42,241.5,43.6,89.5,0.48700000000000004,0.3,1.4,0.17800000000000002,43.3,88.0,0.49200000000000005,20.9,27.1,0.77,14.8,28.6,25.6,8.6,4.8,17.7,23.2,108.3,0.4878048780487805,0.1473426157037303,0.1473426157037303,0.2172800247250445,0.0,-0.2424027483094429,-0.2424027483094429,-0.29667186678133994,0.19317729969137262,0.2172800247250445,0.0,-0.12533821167382656,-0.2172800247250445,0.29667186678133994,0.08261732943710004,-0.12533821167382656,0.10379428506834319,-0.12533821167382656,-0.10379428506834319,-0.19317729969137262,-0.6075871860819699,0.041036693518308145,0.02048493355636093
11,12,New York Knicks,1981,East,1,82,50,32,241.8,42.7,88.5,0.483,0.7,2.9,0.237,42.1,85.6,0.491,21.7,29.1,0.747,13.9,26.9,24.1,10.5,3.8,17.8,23.4,107.9,0.6097560975609756,0.2615490084743391,-0.07283629833696943,-0.03617837652496251,-0.03617837652496251,0.2615490084743391,0.34751035568240146,0.03617837652496251,-0.11049947318192456,-0.07283629833696943,-0.03617837652496251,-0.03617837652496251,0.07283629833696949,-0.07283629833696943,-0.23695091377190294,-0.34751035568240146,-0.23695091377190294,0.34751035568240146,-0.34751035568240146,-0.11049947318192456,-0.42303663665377095,0.0,0.19155633341533188
12,13,Indiana Pacers,1981,East,1,82,44,38,240.6,42.6,88.4,0.48200000000000004,0.4,2.1,0.17800000000000002,42.2,86.3,0.489,22.1,31.0,0.715,16.2,27.6,25.5,10.2,5.9,18.2,24.5,107.6,0.5365853658536586,-0.8709758583892186,-0.05842240217048247,-0.0385094280680041,-0.0385094280680041,-0.028770505174222274,0.0792000719228087,-0.13828411050631426,-0.0385094280680041,0.009548397178186676,-0.0385094280680041,0.058422402170482515,0.15218186149460752,-0.28320735125284324,0.2495111017606756,-0.10127814030994126,0.01912794334988963,0.12527880161251206,0.06867905195500522,-0.0385094280680041,-0.048380389222728394,-0.01912794334988963,0.03850942806800412
13,14,Kansas City Kings,1981,West,1,82,40,42,241.8,43.6,87.2,0.5,0.6,2.0,0.292,43.0,85.2,0.505,19.2,26.9,0.7140000000000001,12.6,29.9,27.7,8.8,4.7,17.7,25.5,106.9,0.4878048780487805,0.13088708513816016,0.06500530601476756,-0.05529729987679683,0.1440414244919258,0.08522686679320449,0.02723152751547948,0.26805816343947303,0.05529729987679683,-0.0650053060147675,0.1440414244919258,-0.15827076163466,-0.1185774498069669,-0.8243860477742047,-0.2680581634394729,0.07496354077669497,0.17390475986093196,-0.02723152751547948,-0.08522686679320449,-0.08522686679320449,0.05529729987679683,-0.04579244932788885,0.009037639030387526
14,15,New Jersey Nets,1981,East,0,82,24,58,241.5,42.4,89.2,0.475,0.4,1.7,0.24600000000000002,42.0,87.5,0.48,21.7,28.9,0.7509999999999999,13.3,29.0,25.2,9.1,5.6,20.3,26.9,106.9,0.2926829268292683,0.135757428680273,-0.17798824433951793,0.11548317675068721,-0.2233432171564755,-0.05687046767686571,-0.11548317675068721,0.07612133227880365,-0.15655425940616255,0.11548317675068721,-0.2233432171564755,-0.03781007936487241,-0.01887425367749456,-0.01887425367749456,-0.39980998723577565,-0.03781007936487241,0.0,0.05687046767686561,0.03781007936487241,0.3008168811331372,0.5598141018985762,-0.09563319603962198,-0.4421162678510862
15,16,San Diego Clippers,1981,West,0,82,36,46,240.6,42.4,88.8,0.47700000000000004,1.6,5.0,0.324,40.8,83.9,0.486,20.1,27.4,0.735,14.3,26.1,25.6,9.3,3.6,17.2,25.3,106.5,0.43902439024390244,-0.474593287188424,-0.04906451167795041,0.015677000106475863,-0.043155986606701446,0.47459328719735516,0.47459328719735516,0.47459328719735516,-0.068264209277014,-0.068264209277014,-0.03183426914129564,-0.055186289111294654,-0.043155986606701446,-0.043155986606701446,-0.010422784310424975,-0.1543192115974236,0.026362393096789297,0.03183426914129564,-0.1543192115974236,-0.1543192115974236,0.02098372288795745,-0.043155986606701446,-0.043155986606701446
16,17,Cleveland Cavaliers,1981,East,0,82,28,54,241.2,43.4,92.8,0.467,0.9,3.0,0.289,42.5,89.8,0.473,18.1,23.3,0.778,15.3,27.4,24.5,7.7,3.9,17.0,24.3,105.7,0.34146341463414637,-0.016803106961876736,0.005576639622001,0.1654042355764774,-0.13062890533093952,0.1654042355764774,0.1654042355764774,0.1306289053309396,-0.005576639622001,0.1306289053309396,-0.10730724816893443,-0.5086841687729268,-0.5086841687729268,0.1654042355764774,0.07316774908203122,-0.07316774908203122,-0.04625595803231358,-0.11812897369019071,-0.08888019452096828,-0.5086841687729268,-0.05915041860483792,-0.05915041860483792,-0.09766035104615976
17,18,Washington Bullets,1981,East,0,82,39,43,241.2,43.3,91.7,0.47200000000000003,0.8,2.9,0.27,42.5,88.7,0.479,18.3,25.3,0.723,14.1,30.9,26.2,7.8,4.8,17.3,23.1,105.6,0.47560975609756095,-0.02538006528761662,-0.016873824359295565,0.16208103480749678,-0.1342480973808127,0.17842658928604047,0.16208103480749678,0.07943232131363032,-0.00842317304847335,0.11051540961222893,-0.1342480973808127,-0.2498329807281333,-0.2498329807281333,-0.16208103480749678,-0.07943232131363032,0.1973069714589762,0.06986679531737337,-0.12198811705380909,-0.042679036383876864,-0.19730697145897608,-0.768336322772054,-0.11051540961222893,-0.025380065287616577
