,RK,Team,Year,Conf,playoffs_y_n,G,W%,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W_scalnorm,L_scalnorm,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm
7,8,Cleveland Cavaliers,1993,East,1,82,0.6585365853658537,54,28,241.8,41.8,84.0,0.49700000000000005,3.5,9.0,0.381,38.3,74.9,0.511,20.7,25.8,0.802,11.3,30.4,28.6,7.5,6.5,13.7,19.3,107.7,0.07069401643942604,-0.07069401643942606,0.023855222601215063,0.050017950620755536,-0.059870837636163084,0.4227651323074993,0.027979434097917196,0.0,0.4227651323074993,0.04085100054718529,-0.04085100054718529,0.14382554307030737,-0.03217695607974895,-0.059870837636163084,0.4227651323074993,-0.14382554307030737,0.03217695607974895,0.4227651323074993,-0.07660144842002996,0.09744186549567771,-0.14382554307030737,-0.42276513229954343,0.050017950620755536
8,9,Atlanta Hawks,1993,East,1,82,0.524390243902439,43,39,241.8,41.4,88.7,0.466,4.7,13.1,0.355,36.7,75.6,0.486,20.1,27.1,0.742,15.7,28.6,25.4,9.8,3.4,16.3,22.0,107.5,0.036609352500446085,-0.03660935250044605,0.07401066210107081,0.126739944897198,0.27871457329549487,-0.08680599956735068,0.3971818969976747,0.3971818969976747,0.18574885709817038,-0.126739944897198,-0.09982878230354462,-0.04894706857425556,-0.126739944897198,-0.09982878230354462,-0.14073640762678793,0.35975339240629367,-0.09982878230354462,0.061403056452124904,0.3023127095586716,-0.44621774642913387,0.061403056452124904,-0.11312334699294976,0.126739944897198
9,10,Los Angeles Clippers,1993,West,1,82,0.5,41,41,241.5,43.2,89.4,0.484,1.6,6.0,0.271,41.6,83.4,0.499,19.0,26.5,0.718,14.4,28.8,27.3,10.3,6.0,16.3,23.4,107.1,-0.008652326474960455,0.008652326474960479,-0.00432112427027152,0.4658969692568573,0.15849908021610318,0.03545975098665941,-0.14108126773621352,-0.09900100088729982,-0.46589696924808977,0.4658969692568573,0.4658969692568573,0.04018205594204705,-0.07790644375981051,-0.04999037205551187,-0.12778645012962547,0.026289007918396473,-0.02628900791839662,0.15849908021610318,0.12778645012962547,0.06597904999712521,0.021810714719444485,0.008652326474960479,0.03545975098665941
10,11,Utah Jazz,1993,West,1,82,0.573170731707317,47,35,240.9,40.7,83.3,0.489,1.6,5.0,0.314,39.1,78.2,0.5,23.3,30.4,0.7659999999999999,12.7,30.0,26.5,9.1,4.2,15.5,24.0,106.2,0.059002335206043324,-0.059002335206043324,-0.15209257648968805,0.0,-0.15209257648968805,0.17867748573944725,-0.2347485252617058,-0.26373044368750326,-0.10978413317034462,0.10978413317034465,0.028929445804417833,0.10978413317034465,0.7752172078680025,0.194392986925312,0.0831801861835918,-0.10056589951420718,0.04374291455174381,0.21262695748131646,0.059002335206043324,-0.19439298692531184,-0.0668598923566213,0.051305410786189845,0.04374291455174381
11,12,Orlando Magic,1993,East,0,82,0.5,41,41,242.4,39.7,81.8,0.486,3.9,10.8,0.35700000000000004,35.9,71.0,0.505,22.2,30.4,0.73,12.7,31.3,23.8,6.6,5.7,17.4,23.5,105.5,-0.013943241639619169,0.013943241639619209,0.1255463919178343,-0.1255463919178343,-0.2554215888069121,0.08882750687875954,0.1255463919178343,0.08882750687875954,0.13603747458676616,-0.1255463919178345,-0.2554215888069121,0.14730088415110698,0.08882750687875954,0.18826861578490275,-0.14730088415110684,-0.09739756045817557,0.2273527487159254,-0.10632537271042312,-0.7507939096140067,0.07254780507947367,0.20592812321435847,0.028018020624965844,0.020955730819059416
12,13,San Antonio Spurs,1993,West,1,82,0.5975609756097561,49,33,242.1,40.4,82.5,0.49,2.9,8.4,0.341,37.5,74.0,0.507,21.9,28.6,0.765,11.2,31.0,24.5,7.1,6.3,15.0,22.5,105.5,0.09732511070121744,-0.09732511070121737,0.10671501077429352,-0.02296044202359078,-0.18960273718940945,0.2256280525320454,-0.030698339453292,-0.015277109352646404,0.046417579122124575,-0.04641757912212455,-0.11649689418295023,0.1896027371894095,0.07094804668054482,0.046417579122124575,0.06261003846867474,-0.822617935981448,0.1896027371894095,-0.030698339453292,-0.2491022456276385,0.13755667496352325,-0.13755667496352325,-0.04641757912212455,0.0229604420235908
13,14,Denver Nuggets,1993,West,0,82,0.43902439024390244,36,46,241.8,40.9,88.8,0.46,1.7,5.5,0.304,39.2,83.3,0.47100000000000003,21.8,28.8,0.7559999999999999,15.4,31.3,21.2,7.9,6.9,17.2,24.9,105.2,-0.07912721190020468,0.07912721190020469,0.04161153067425028,0.013695326565157298,0.2022666585908505,-0.12331413890915846,-0.1699713829047664,-0.2022666585908505,-0.12331413890915846,0.12331413890915846,0.25088011532141247,-0.25088011532141247,0.04161153067425028,0.056127432441073905,-0.00683968735822186,0.14468182965815019,0.2233103477388906,-0.2022666585908505,-0.06360212825744846,0.737444565707844,0.14468182965815019,0.1336186869394261,-0.00683968735822186
14,15,Chicago Bulls,1993,East,1,82,0.6951219512195121,57,25,241.8,42.4,87.9,0.48200000000000004,3.0,8.2,0.365,39.4,79.7,0.494,17.5,23.8,0.733,15.7,27.8,26.0,9.5,5.0,13.5,22.0,105.2,0.20334357893167584,-0.20334357893167584,0.04183308129513944,0.14545215338027123,0.07163727857191088,0.03470687843359548,-0.01376824404871592,-0.02766637455599755,0.25221586636006865,0.14545215338027123,0.12397069548367164,0.006876103634103785,-0.25221586636006865,-0.25221586636006865,-0.12397069548367164,0.20334357893167584,-0.13433010760995057,0.12397069548367164,0.12397069548367164,-0.020692721505749342,-0.7413709125202784,-0.06394076254407494,-0.006876103634103763
15,16,Philadelphia 76ers,1993,East,0,82,0.3170731707317073,26,56,243.0,39.3,86.3,0.456,4.0,11.5,0.35100000000000003,35.3,74.8,0.47200000000000003,21.7,27.5,0.7859999999999999,12.6,29.6,24.9,8.2,6.9,16.6,19.6,104.3,-0.14945339414700212,0.14945339414700223,0.23067505779115993,-0.14945339414700212,-0.01414699443565585,-0.1910197878483007,0.14945339414700223,0.14945339414700223,0.07360794722671042,-0.16187167841275796,-0.0901255445488582,-0.1910197878483007,0.028427448374215274,-0.01414699443565585,0.20893735392067345,-0.13802539221232482,0.0,0.0,-0.02126195722305737,0.7617652721195787,0.09882083244781936,-0.2591540682570037,-0.028427448374215233
16,17,Los Angeles Lakers,1993,West,1,82,0.47560975609756095,39,43,241.8,40.4,85.3,0.473,2.3,7.6,0.299,38.1,77.7,0.49,21.2,28.1,0.7559999999999999,13.5,27.9,24.5,9.5,5.3,15.4,21.7,104.2,-0.17517395069261882,0.17517395069261882,0.12986976074895698,-0.06424003941370456,-0.17517395069261882,0.0,-0.22239615014735764,-0.12986976074895712,-0.5304813948041357,0.15232230161636112,0.04274317131757034,-0.042743171317570224,0.0,0.04274317131757034,-0.021346692765609073,-0.0858895719162792,-0.32594168118356226,-0.0858895719162792,0.38486394173925914,0.04274317131757034,-0.27230176757771263,-0.38486394173925914,-0.1298697607489569
17,18,Houston Rockets,1993,West,1,82,0.6707317073170732,55,27,241.2,40.0,82.2,0.486,4.7,13.1,0.361,35.3,69.2,0.51,19.3,25.5,0.758,12.0,30.9,25.8,8.3,6.6,15.8,20.7,104.0,0.15559036281373942,-0.15559036281373942,-0.06315027733651014,-0.05572868427441279,-0.20082968818650418,0.08662828675555076,0.22172387588574072,0.22172387588574072,0.16876384900609248,-0.15559036281373942,-0.7322055113528759,0.20082968818650418,-0.0866282867555507,-0.143653961255548,0.01359803035682967,-0.16876384900609245,0.14365396125554813,0.08662828675555076,0.006791095917708556,0.20082968818650418,-0.020436902062819225,-0.20082968818650418,-0.05572868427441279
18,19,Boston Celtics,1993,East,1,82,0.5853658536585366,48,34,241.2,42.1,86.5,0.48700000000000004,1.3,4.7,0.287,40.8,81.8,0.498,18.1,23.3,0.777,13.1,29.7,24.4,7.9,5.6,14.3,22.7,103.7,0.05087319246763617,-0.05087319246763617,-0.04540751385700464,0.07455926673680906,0.014694930137309112,0.09539448670958921,-0.5264843371275086,-0.5264843371275086,-0.17911102387630964,0.17911102387630964,0.14440438322436921,0.024647079589026556,-0.14440438322436921,-0.5264843371275086,0.1213477934779418,-0.04007109881622062,0.009777514492382672,-0.04540751385700465,-0.04540751385700464,0.04007109881622062,-0.12134779347794178,-0.019647267815403338,-0.05087319246763617
19,20,Miami Heat,1993,East,0,82,0.43902439024390244,36,46,244.0,38.1,83.5,0.456,4.1,11.5,0.354,34.1,72.1,0.473,23.3,30.2,0.7709999999999999,13.8,29.1,20.6,7.4,4.3,15.7,24.5,103.6,-0.055419436107620186,0.0554194361076202,0.5164944019979031,-0.1757124279731059,-0.08636725442899916,-0.1295158163615879,0.11904524333417268,0.10133284393725367,0.06110719527417733,-0.5164944019881834,-0.1416643388953841,-0.09358439537795056,0.5164944019979031,0.10133284393725367,0.09358439537795056,-0.009591988107807484,-0.014416096773054462,-0.1757124279731059,-0.11904524333417314,-0.09358439537795056,-0.029144051839591286,0.06110719527417733,-0.06110719527417729
20,21,New Jersey Nets,1993,East,1,82,0.524390243902439,43,39,241.2,39.9,86.4,0.462,1.9,6.0,0.318,38.0,80.4,0.473,21.1,27.5,0.767,15.7,30.6,22.8,8.5,6.4,16.5,23.1,102.8,0.04194215204873117,-0.04194215204873113,-0.1296017628222695,-0.16123715401421052,0.0,-0.21280646269814707,-0.29481749566849796,-0.3193142793556491,-0.17778510479005408,0.04194215204873117,0.29481749566849824,-0.27227418087725014,-0.02790690365087232,-0.02790690365087232,0.21280646269814713,0.4121578354647972,0.1949377630961401,-0.3463499014471566,0.07034749740357918,0.29481749566849824,0.11437060970045654,-0.01393719932123394,-0.21280646269814707
21,22,Milwaukee Bucks,1993,East,0,82,0.34146341463414637,28,54,240.6,39.9,84.4,0.47200000000000003,3.8,11.4,0.33299999999999996,36.0,73.0,0.494,18.8,25.4,0.742,12.8,25.8,25.4,10.5,4.8,16.6,24.1,102.3,-0.1063030878117559,0.10630308781175588,-0.6357148913882227,-0.06821169923688417,-0.06142793573040879,-0.011806071188147102,0.09002819801664241,0.10630308781175588,0.011806071188147136,-0.09002819801664243,-0.1247231289045117,0.005896159939791118,-0.1247231289045117,-0.14652401583667085,-0.06821169923688417,-0.06142793573040879,-0.6357148913882227,0.029760648929201015,0.21627147677592742,-0.04838471429320215,0.08246880905038154,0.06142793573040879,-0.10630308781175588
22,23,Washington Bullets,1993,East,0,82,0.2682926829268293,22,60,241.5,40.3,86.2,0.467,2.1,7.0,0.301,38.1,79.1,0.48200000000000004,19.2,25.7,0.748,12.6,28.3,25.7,8.2,4.4,16.1,21.9,101.9,-0.4209255475707255,0.4209255475707255,-0.014233681252903915,-0.08659537096395746,-0.057269985708242994,-0.057269985708242994,-0.2173334318314991,-0.18156707490294455,-0.3010890613246432,0.10156641652747905,0.14829069532355396,-0.11680358195755862,-0.2173334318314991,-0.2566219850823105,-0.08659537096395746,-0.2780661892449112,-0.14829069532355396,0.14829069532355396,-0.042834375082297,-0.2173334318314991,0.0,-0.18156707490294455,-0.3010890613246432
23,24,New York Knicks,1993,East,1,82,0.7317073170731707,60,22,243.0,39.1,84.1,0.465,2.4,7.4,0.32,36.8,76.8,0.479,20.9,28.2,0.741,14.0,32.4,25.9,8.3,4.5,15.8,25.7,101.6,0.26337241517328164,-0.26337241517328164,0.23442984128825164,-0.1784349212715394,-0.09159255147443933,-0.07480609109258028,-0.058922236306143634,-0.06676912639275775,-0.07480609109258028,-0.058922236306143634,-0.028890172498106277,-0.07480609109258028,-0.04368353115070101,0.02889017249810632,-0.10963509519985282,0.02889017249810632,0.7741648080720166,0.10963509519985286,0.007180262079588227,-0.09159255147443947,-0.0216080459890534,0.26337241517328164,-0.1784349212715394
24,25,Detroit Pistons,1993,East,0,82,0.4878048780487805,40,42,241.2,39.8,87.9,0.45299999999999996,3.6,11.1,0.322,36.3,76.9,0.47200000000000003,17.4,23.9,0.7290000000000001,15.8,28.2,23.7,7.1,3.0,14.0,21.3,100.6,-0.02923824486044382,0.029238244860443838,-0.04468988690164633,-0.073380921237635,0.050069185132311095,-0.1762803271960148,0.055598550670332765,0.07338092123763496,-0.03943780934056459,-0.06130469256626216,-0.00962298923080949,-0.12993440901501943,-0.5181637020650725,-0.14212219534242437,-0.11942999529486442,0.5181637020748237,-0.06130469256626216,-0.08664639175150265,-0.15690849438280563,-0.5181637020650725,-0.14212219534242437,-0.10166034976021063,-0.14212219534242437
25,26,Dallas Mavericks,1993,West,0,82,0.13414634146341464,11,71,240.6,38.6,88.7,0.435,3.5,10.2,0.33799999999999997,35.1,78.5,0.44799999999999995,18.7,26.5,0.705,15.0,27.6,20.5,7.9,4.3,17.8,28.1,99.3,-0.324072419061684,0.32407241906778256,-0.324072419061684,-0.08888674267112709,0.06886392478331564,-0.324072419061684,0.021447754791813003,0.01828632284214294,0.012093688567507052,-0.09813446048672977,0.01828632284214294,-0.324072419061684,-0.07469447846208203,-0.03477271128844065,-0.324072419061684,0.049931868796136425,-0.07469447846208203,-0.324072419061684,-0.027950162657265413,-0.0587191676808365,0.32407241906778256,0.32407241906778256,-0.11025008475067485
26,27,Minnesota Timberwolves,1993,West,0,82,0.23170731707317074,19,63,242.1,37.1,79.6,0.466,2.0,6.9,0.292,35.1,72.7,0.483,21.9,27.4,0.7979999999999999,11.5,26.9,24.4,7.9,5.5,17.3,24.7,98.1,-0.17157620072137375,0.17157620072137375,0.06542557135049752,-0.5043362510508028,-0.5043362510508028,-0.033377972357163097,-0.08433419054417714,-0.0714227155783973,-0.13832959526969477,-0.152721314711296,-0.11624294764372113,-0.0284580080415785,0.04349731548164334,-0.028458008041577963,0.17157620072137375,-0.13832959526969477,-0.17157620072137375,-0.043497315481643324,-0.0434973154816433,0.023610228914122292,0.11624294764372116,0.07142271557839733,-0.5043362510508028
0,1,Phoenix Suns,1994,West,1,82,0.6829268292682927,56,26,240.3,41.8,86.3,0.484,4.2,12.7,0.33,37.6,73.6,0.511,20.4,28.1,0.728,14.9,29.9,27.6,9.1,5.6,15.9,20.0,108.2,0.10291483305659119,-0.1029148330565911,-0.5245578145244979,0.178455617035854,0.07428643789366422,0.1114661654592697,0.12090375506981685,0.1315377926952733,-0.01957537411816557,0.08771560360647153,-0.01957537411816557,0.14387597565620977,0.034716275493686236,0.05068703620758302,-0.05068703620758302,0.07428643789366422,0.06206118920428791,0.5245578145343693,0.034716275493686236,0.06804883577202248,-0.014641158138670637,-0.14387597565620977,0.5245578145343693
1,2,Golden State Warriors,1994,West,1,82,0.6097560975609756,50,32,241.2,42.8,87.1,0.49200000000000005,3.5,10.5,0.33899999999999997,39.3,76.7,0.512,18.6,28.1,0.664,14.4,29.2,26.8,9.8,6.2,17.5,21.8,107.9,0.040245589502351166,-0.04024558950235115,0.03551581790944031,0.46663361880098403,0.10755298118079985,0.46663361880098403,0.02633057458866162,0.03551581790944029,0.02633057458866162,0.46663361880098403,0.05520809432835542,0.15874968986349353,-0.04508992998767204,0.04508992998767204,-0.4666336187922026,0.040245589502351166,0.0,0.1279884987293056,0.10755298118079985,0.10755298118079984,0.10755298118079985,-0.008666007036917278,0.15874968986349353
2,3,Portland Trail Blazers,1994,West,1,82,0.573170731707317,47,35,240.9,41.1,90.6,0.45399999999999996,3.3,9.4,0.353,37.8,81.2,0.466,21.7,29.2,0.743,15.9,30.0,25.2,9.1,5.0,14.8,22.3,107.3,0.019855565292004895,-0.019855565292004863,-0.019855565292004863,0.12263430514002761,0.5320660475271971,-0.07534973324159065,0.009881174279348225,-0.01485072364993379,0.09640584518701291,0.1334205525504383,0.5320660475271971,-0.12263430514002759,0.16111835332233934,0.14593533749844284,0.02490838434306317,0.5320660475271971,0.07534973324159068,0.04049592677940094,0.035213185229519973,-0.024908384343063143,-0.08897111667049591,0.009881174279348225,0.14593533749844284
3,4,Charlotte Hornets,1994,East,0,82,0.5,41,41,241.8,41.2,86.6,0.47600000000000003,4.1,11.2,0.36700000000000005,37.1,75.4,0.493,19.9,26.0,0.764,12.4,30.2,27.0,8.8,4.8,15.4,21.3,106.5,-0.06759885434365483,0.06759885434365485,0.2761222807571211,0.3285866722783568,0.2003265532308759,0.1417365167830526,0.2003265532308759,0.1417365167830526,0.4075603107728517,0.1417365167830526,0.06759885434365485,0.16965677078165078,0.04470660936097909,-0.0792856860663567,0.2761222807571186,-0.27612228075712103,0.2003265532308759,0.4075603107728517,0.022248361708062433,-0.09118025866362443,-0.09118025866362443,-0.0792856860663567,0.2761222807571211
4,5,Seattle SuperSonics,1994,West,1,82,0.7682926829268293,63,19,240.6,40.7,84.2,0.484,3.0,8.8,0.335,37.8,75.4,0.501,21.6,29.0,0.745,14.0,27.2,25.8,12.8,4.5,15.4,23.3,105.9,0.5389279599118214,-0.5389279599016795,-0.09011855317803558,0.08303600862515283,0.010008609120336878,0.11451975642281044,-0.025229621061322087,-0.052075596360293165,0.0,0.13514124145017956,0.03040990249017079,0.10573416215920343,0.12421588671459166,0.09764916538403245,0.041018191830489735,0.020111637165063017,-0.10573416215920335,0.09011855317803562,0.5389279599118214,-0.07632149843899723,-0.041018191830489735,0.041018191830489735,0.1057341621592022
5,6,Orlando Magic,1994,East,1,82,0.6097560975609756,50,32,240.6,40.7,83.9,0.485,4.8,13.9,0.34700000000000003,35.9,70.1,0.513,19.4,28.6,0.6779999999999999,14.4,28.7,25.2,8.3,5.6,16.2,20.9,105.7,0.06567753848372407,-0.06567753848372405,-0.127338020372692,0.11733034525185689,-0.01414222074282469,0.20886685111860415,0.25906662057167157,0.25906662057167157,0.07358310931986096,-0.02125478269187099,-0.25906662057167157,0.7615082257600084,-0.01414222074282469,0.10784270475247837,-0.25906662057167157,0.06567753848372407,-0.06567753848372405,0.05795893478941166,-0.08170922337141871,0.09878748682790192,0.014142220742824731,-0.08170922337141871,0.12733802037269204
6,7,Miami Heat,1994,East,1,82,0.5121951219512195,42,40,241.5,39.0,84.1,0.46399999999999997,4.1,12.2,0.33799999999999997,34.9,71.9,0.485,21.3,27.1,0.785,15.1,29.4,22.6,7.8,4.6,16.0,24.7,103.4,-0.018454961825916043,0.01845496182591606,0.1018748144375388,0.0,0.0,-0.024674467597245137,0.11056421225442728,0.11056421225442728,0.01845496182591606,-0.06389025440611094,-0.11056421225442854,0.0,0.0936369488346586,0.012279313683236436,0.6611973145176823,0.11056421225442728,0.03730915327632171,-0.11056421225442728,-0.15239738300005595,-0.07822720489651631,0.0,0.6611973145176823,0.09363694883465917
7,8,New Jersey Nets,1994,East,1,82,0.5487804878048781,45,37,241.8,38.6,86.8,0.445,2.7,8.3,0.327,35.9,78.4,0.45799999999999996,23.2,30.4,0.762,15.9,31.2,23.2,8.5,7.0,14.6,20.6,103.2,0.0,0.0,0.11873987390194972,-0.049779862372979954,0.10107290954464762,-0.17526169846168704,-0.07937539596787849,-0.07295689255495062,-0.03920991955585498,-0.014379117258685221,0.11873987390194972,-0.17526169846168704,0.5151695140992582,0.5151695140992582,0.10107290954464762,0.5151695140992582,0.12918358829267415,-0.06095044588207212,-0.03920991955585498,0.17526169846168704,-0.11873987390194969,-0.0861457090844813,0.060950445882072164
8,9,Los Angeles Clippers,1994,West,0,82,0.32926829268292684,27,55,241.2,40.8,87.4,0.467,3.1,10.1,0.303,37.7,77.2,0.488,18.4,26.0,0.7090000000000001,13.7,29.4,26.5,9.8,5.1,18.0,21.6,103.0,-0.11776585056081272,0.11776585056081276,0.06329202581426249,0.1631502760649539,0.22808573312768085,0.015443517096683805,-0.0077127645076682525,0.038929893206806274,-0.16315027606495566,0.1631502760649558,0.16315027606495486,0.03103272479388204,-0.10787741681511931,-0.055035506180410795,-0.16315027606495566,-0.031032724793881996,0.046923188164194454,0.1631502760649556,0.19166800772133327,-0.01544351709668376,0.8315784004260321,-0.031032724793881996,0.08035385866713946
9,10,Utah Jazz,1994,West,1,82,0.6463414634146342,53,29,241.8,39.1,82.1,0.47700000000000004,2.2,6.8,0.32,36.9,75.2,0.491,21.5,29.0,0.74,12.9,29.1,26.6,9.2,4.4,14.5,24.2,101.9,0.14756982953332692,-0.14756982953332687,0.28748637843309793,0.046546556047450185,-0.2260001168592262,0.20857119944980923,-0.2874863784330979,-0.31277211884122935,-0.17663917042454433,0.12052423404393608,0.023164016014870354,0.14756982953332692,0.2260001168592262,0.2260001168592262,0.0,-0.17663917042454433,-0.046546556047450116,0.28748637843309793,0.13383426783933206,-0.20857119944980923,-0.4243338763387109,0.24471210695979795,0.09493287639057162
10,11,Atlanta Hawks,1994,East,1,82,0.6951219512195121,57,25,240.9,39.6,85.8,0.461,3.3,10.1,0.32299999999999995,36.3,75.7,0.48,19.0,25.2,0.752,15.2,29.5,25.1,11.2,5.5,15.3,19.8,101.4,0.3488008503589217,-0.34880085035892144,-0.051908329907344834,0.09205769813657125,0.10586834956621738,-0.07848825224691884,0.02583231687545611,0.06511789581026393,-0.16456863936351737,0.012901114137442228,0.134407617530393,-0.06511789581026386,-0.07848825224691884,-0.19698652513861437,0.23259685677227265,0.27290089448167615,0.134407617530393,0.03882419116488095,0.47321358902253113,0.09205769813657125,-0.134407617530393,-0.47321358902253113,0.07848825224691888
11,12,Cleveland Cavaliers,1994,East,1,82,0.573170731707317,47,35,242.1,38.2,82.1,0.465,3.6,9.9,0.36200000000000004,34.6,72.2,0.48,21.2,27.5,0.77,13.3,28.7,25.0,8.6,5.2,13.9,20.7,101.2,0.031270775690820894,-0.03127077569082085,0.28507478515655404,-0.14012171355731776,-0.15183075957756736,-0.007771928842128841,0.06377753662951424,0.015561983751519121,0.2298353704447593,-0.09913994567858321,-0.11866922809343261,-0.03922852299381872,0.08991215945348673,0.031270775690820894,0.2298353704447593,-0.08097025017820592,-0.07227102484891204,0.0,-0.023388588603440206,0.0,-0.8379574079067437,-0.11866922809343261,0.031270775690820894
12,13,Houston Rockets,1994,West,1,82,0.7073170731707317,58,24,241.2,39.0,82.1,0.475,5.2,15.7,0.33399999999999996,33.8,66.4,0.508,17.9,24.1,0.743,11.3,31.9,25.5,8.7,5.9,16.3,20.1,101.1,0.14346369575321413,-0.14346369575321413,0.03209600282915709,0.0,-0.07640872862906282,0.03637034511839893,0.4217015074073572,0.4217015074073572,-0.007831557957741974,-0.14346369575321413,-0.4217015073994213,0.09719671378722954,-0.07051615901829612,-0.08273509426804551,0.019741728068101608,-0.4217015073994213,0.4217015074073572,0.049892111629626014,0.0,0.08273509426804551,0.019741728068101608,-0.09719671378722952,0.003911218013232872
13,14,Sacramento Kings,1994,West,0,82,0.34146341463414637,28,54,240.9,38.8,85.7,0.452,3.1,8.9,0.353,35.6,76.8,0.46399999999999997,20.4,28.0,0.731,13.7,28.6,24.7,8.2,4.3,16.3,24.1,101.1,-0.204625537373911,0.204625537373911,-0.06454309850621143,-0.08096794428372424,0.0975927178816141,-0.3133797437127341,-0.016041315181958633,-0.1316372791599974,0.3133797437127341,-0.1316372791599974,0.2664825961342404,-0.47438180304501093,0.11446504038349088,0.0975927178816141,-0.08096794428372424,-0.06454309850621143,-0.22436775327787384,-0.03212004269280701,-0.26648259613424025,-0.3675215428281939,0.08096794428372434,0.2664825961342404,0.01604131518195868
14,15,Indiana Pacers,1994,East,1,82,0.573170731707317,47,35,240.9,38.6,79.5,0.486,2.2,6.1,0.368,36.4,73.4,0.496,21.5,29.1,0.738,13.8,29.4,25.1,8.6,5.6,17.6,24.1,101.0,0.02342159632987902,-0.023421596329878988,-0.023421596329878988,-0.060646161552043984,-0.6276243462481346,0.21351905714714042,-0.14465925038868072,-0.21351905714714042,0.6276243462599457,0.029381894432772247,-0.035414742952555194,0.10495020156963301,0.11372019666044117,0.14465925038868074,-0.011655819002507383,0.0,0.035414742952555214,0.017517892309789566,-0.017517892309789552,0.0814192542400256,0.1721451147265751,0.09670201679260397,-0.011655819002507383
15,16,Boston Celtics,1994,East,0,82,0.3902439024390244,32,50,242.7,40.6,86.1,0.47200000000000003,1.7,5.8,0.289,39.0,80.2,0.486,17.8,24.4,0.73,12.6,29.0,23.5,8.2,5.4,15.1,22.5,100.8,-0.051287686067086245,0.051287686067086245,0.5307739124003213,0.06279662467981058,0.051287686067086245,0.029949796857934696,-0.5307739123903329,-0.5307739123903329,-0.18057034595512175,0.18057034595512175,0.18057034595512175,0.009857177611189323,-0.10413439104698297,-0.0887550481848978,-0.040397581452293066,-0.0887550481848978,-0.029949796857934804,-0.051287686067086245,-0.08177966341789056,0.014814658312224721,-0.0688552258611654,0.019807345576619905,-0.019807345576619877
16,17,Los Angeles Lakers,1994,West,0,82,0.4024390243902439,33,49,240.9,40.1,89.2,0.45,2.9,9.8,0.3,37.2,79.4,0.46799999999999997,17.2,24.0,0.7170000000000001,15.4,26.9,24.2,9.2,5.6,14.6,22.9,100.4,-0.08904440703533009,0.08904440703533009,-0.04365937955708662,0.11304839126201274,0.3980134157963449,-0.26965425542348903,-0.10090277695875932,0.0,-0.26965425542348903,0.16568264638854122,0.3208896950016129,-0.2295331742499018,-0.3208896950016129,-0.26965425542348903,-0.16568264638854116,0.2696542554234891,-0.26965425542348903,-0.04365937955708662,0.1255328340809069,0.1517707876975684,-0.26965425542348903,0.0660153852327219,-0.07742845880941299
17,18,Washington Bullets,1994,East,0,82,0.2926829268292683,24,58,240.3,39.0,83.2,0.46799999999999997,2.7,9.1,0.297,36.3,74.2,0.489,19.7,26.4,0.748,13.1,26.7,22.2,8.5,3.9,17.1,20.9,100.4,-0.16151542426883903,0.16151542426883875,-0.8232455463428762,0.0,-0.0385397951489492,0.0307217605277384,-0.12684260118776713,-0.04645299307596049,-0.22580019381100871,0.007635478540322651,-0.015288764911932203,0.054484021387989044,0.015288764911932247,-0.015288764911932203,0.11658577463967919,-0.09739936418540668,-0.22580019381100871,-0.18974739321647902,-0.06265780634140596,-0.22580019381100871,0.13766162282657673,-0.08833358847803292,-0.054484021387989044
18,19,Denver Nuggets,1994,West,1,82,0.5121951219512195,42,40,240.9,38.5,82.7,0.465,2.1,7.3,0.285,36.4,75.4,0.483,21.2,29.5,0.718,13.5,31.2,21.5,8.3,8.4,17.3,23.5,100.3,-0.017419696484311003,0.01741969648431102,-0.023290307534117153,-0.08838421037133505,-0.07383890462453895,-0.005788491294751897,-0.21232218484645574,-0.1224455837850904,-0.624106223766252,0.02921719543092159,0.03521622706623519,-0.011590482788062215,0.06696609848865938,0.21232218484645574,-0.07383890462453895,-0.04750117031173706,0.15650049014332468,-0.18898963303647806,-0.06696609848865936,0.6241062237779968,0.12244558378509014,0.060306211985600974,-0.060306211985600974
19,20,San Antonio Spurs,1994,West,1,82,0.6707317073170732,55,27,241.2,38.8,81.6,0.475,3.0,8.7,0.349,35.7,72.9,0.49,19.5,26.2,0.742,14.5,31.7,23.1,6.8,5.5,14.6,20.3,100.0,0.1276125313772875,-0.12761253137728742,0.06303813705253633,-0.038773730368703796,-0.227170793155288,0.07143315672127541,-0.038773730368703796,-0.09799057494759703,0.11729344624782197,-0.04673496113265317,-0.08003152830380446,0.08003152830380446,0.0,-0.030908240548520205,0.015381567184638324,0.0979905749475971,0.2817697942978401,-0.11729344624782304,-0.8282426182539073,0.05481473750796979,-0.1908991533116846,-0.16249581729179252,-0.09799057494759703
