,RK,Team,Year,Conf,playoffs_y_n,G,W%,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W_scalnorm,L_scalnorm,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm
10,11,Detroit Pistons,1980,East,0,82,0.1951219512195122,16,66,241.2,44.4,92.6,0.48,0.7,2.7,0.26,43.7,90.0,0.486,19.4,26.2,0.74,15.0,29.5,23.8,9.5,6.9,21.2,25.2,108.9,-0.5511253675197704,0.5511253675301417,-0.08391302001528528,0.06757277959288736,0.07551835629526252,-1.4749338862465463e-17,0.012682598354978217,0.01908115829832152,0.006329961854469071,0.07551835629526252,0.06757277959288736,0.006329961854469071,-0.0928703978380652,-0.05999009441676252,-0.11316156875329558,-0.019081158298321535,-0.019081158298321535,-0.11316156875329558,0.02555007701595978,0.13877108998921206,0.5511253675301417,0.04565672787225452,0.006329961854469071
11,12,Seattle SuperSonics,1980,West,1,82,0.6829268292682927,56,26,241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90.0,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5,0.3319324836371818,-0.33193248363718186,0.037201378677583566,-0.05597002882174728,0.17596664002420076,-0.24613883891883592,0.037201378677583566,-0.05597002882174728,0.22151509422720048,-0.05597002882174728,0.19820863923717716,-0.2724131712769702,0.018567434004589115,-0.018567434004588768,0.01856743400458868,0.4070519087410275,0.3319324836371818,-0.17596664002420087,-0.17596664002420087,0.01856743400458868,-0.19820863923717727,-0.36681514626773465,-0.018567434004588768
12,13,New Jersey Nets,1980,East,0,82,0.4146341463414634,34,48,241.5,42.1,91.5,0.461,1.0,3.6,0.285,41.1,87.9,0.46799999999999997,23.0,29.3,0.782,15.0,30.9,25.5,10.6,7.1,20.8,26.6,108.3,-0.15434615517582542,0.1543461551758254,-0.05221983561772799,-0.18981065715877973,0.06563874601184785,-0.36144611485814526,0.17150336214830803,0.18981065715877973,0.09331427153206544,-0.18981065715877973,-0.0129373217662079,-0.25558758279746496,0.1543461551758254,0.09331427153206576,0.2836235485005782,-0.03899851061551745,0.18981065715877973,-0.06563874601184785,0.23128221941758134,0.36144611485814515,0.36144611485814515,0.3614461148581454,-0.05221983561772799
13,14,Denver Nuggets,1980,West,0,82,0.36585365853658536,30,52,241.8,42.2,91.1,0.46299999999999997,1.0,3.1,0.325,41.2,88.0,0.46799999999999997,22.8,31.0,0.737,16.0,30.8,25.4,9.1,4.9,18.7,23.4,108.3,-0.24907170041760915,0.2490717004176091,0.03080452205203257,-0.18342510002436033,-0.04634586266372224,-0.33705846247818183,0.20381473915389522,0.11089475840827596,0.3370584624781817,-0.16412623981498084,0.015374724017652011,-0.3037404973658345,0.11089475840827706,0.3370584624781817,-0.4295428654879493,0.1834251000243603,0.1834251000243603,-0.11089475840827472,-0.145708799935252,-0.015374724017652082,-0.04634586266372224,-0.145708799935252,-0.06205809636479782
14,15,Kansas City Kings,1980,West,1,82,0.573170731707317,47,35,241.5,43.7,91.3,0.478,0.3,1.4,0.21899999999999997,43.4,89.9,0.48200000000000004,20.4,27.4,0.743,14.5,29.6,25.9,10.5,4.3,17.5,26.0,108.0,0.14415667674388677,-0.1441566767438862,-0.08067188265170039,0.06024690110089232,-0.019986238773154946,-0.06024690110089236,-0.32377859078749555,-0.43815621690945866,-0.23844186353314042,0.1894128872500265,0.12252921005357356,-0.08067188265170039,-0.10140210425853774,-0.06024690110089236,-0.2649471975913956,-0.16640408458404024,-0.019986238773154946,-0.019986238773154946,0.2932292466879548,-0.1894128872500266,-0.43815621690945866,0.2932292466879548,-0.1441566767438841
15,16,San Diego Clippers,1980,West,0,82,0.4268292682926829,35,47,240.9,43.0,91.4,0.47,2.2,6.6,0.326,40.8,84.8,0.48200000000000004,19.5,26.4,0.736,15.8,28.1,20.6,8.1,3.5,17.6,23.1,107.6,-0.0427132387313624,0.04271323873136245,-0.3924039397278247,-0.03250781210231821,0.00903007165661006,-0.05974647800489159,0.3924039397352092,0.3924039397352092,0.12591667055862868,-0.08057158683224895,-0.08057158683224895,-0.018191778989473415,-0.053769436644499125,-0.03250781210231821,-0.3924039397278247,0.027630746125922867,-0.11058399339094406,-0.3924039397278247,-0.09880569039518554,-0.3924039397278247,-0.08057158683224895,-0.05974647800489159,-0.0427132387313624
16,17,Chicago Bulls,1980,West,0,82,0.36585365853658536,30,52,242.7,41.0,84.7,0.484,0.9,3.4,0.255,40.1,81.3,0.494,24.6,31.6,0.779,13.6,30.1,26.2,8.6,4.8,20.5,26.2,107.5,-0.18837367324416457,0.1883736732441645,0.25491832499874245,-0.32486455607812004,-0.32486455607812004,0.058995521623001035,0.11020000193431032,0.13872495268966423,-0.011627949837193324,-0.32486455607812004,-0.32486455607812004,0.08387003802465884,0.2549183249987463,0.32486455607812026,0.1883736732441645,-0.20787440354516715,0.08387003802465812,0.0350515147846869,-0.18837367324416457,-0.035051514784686925,0.20787440354516712,0.20787440354516712,-0.13872495268966423
17,18,Washington Bullets,1980,East,1,82,0.47560975609756095,39,43,242.4,43.6,95.1,0.45799999999999996,0.9,2.9,0.307,42.7,92.2,0.46299999999999997,18.9,25.0,0.758,16.3,33.2,26.8,6.5,5.4,16.8,23.1,107.0,-1.2446299615292176e-17,0.005341568359690064,0.07081040028120074,0.005341568359690064,0.1492340660415597,-0.4650697576143738,0.050622925950992985,0.02710096070907186,0.05062292595099313,0.016101726009706042,0.1492340660415597,-0.4650697576143738,-0.14923406604155975,-0.11710264304400778,-0.02710096070907186,0.07836912607828755,0.4650697576231258,0.050622925950992985,-0.4650697576143738,0.016101726009706042,-0.14923406604155975,-0.07081040028120078,-0.07836912607828755
18,19,Atlanta Hawks,1980,East,1,82,0.6097560975609756,50,32,241.2,39.8,85.7,0.46399999999999997,0.2,0.9,0.17300000000000001,39.6,84.8,0.467,24.9,32.3,0.7709999999999999,16.7,29.3,23.3,9.5,6.6,18.2,28.0,104.5,0.046964138700217685,-0.04696413870021766,-0.05218469924509235,-0.3427395599052606,-0.08630040479631822,-0.0703740901044663,-0.3427395599052606,-0.3427395599052606,-0.3427395599052606,-0.3427395599052606,-0.0703740901044663,-0.10998009928731592,0.3427395599117105,0.3427395599117105,0.011866388635095312,0.07037409010446628,-0.028393479487386016,-0.08630040479631822,0.015889346903781253,0.05775520627274173,-0.04202286104787328,0.3427395599117105,-0.0703740901044663
19,20,Golden State Warriors,1980,West,0,82,0.2926829268292683,24,58,242.4,43.0,89.2,0.48200000000000004,0.3,1.5,0.223,42.7,87.8,0.486,17.2,23.3,0.738,14.1,29.7,24.7,9.5,4.1,18.2,25.4,103.6,-0.17635558819171918,0.2008076197882034,0.09528164924996395,-0.05184235211928689,-0.06811761909711977,0.021666294836397686,-0.11643889198495777,-0.11643889198495777,-0.05184235211928689,0.021666294836397686,-0.021666294836397704,0.0071875521232975526,-0.6257924449770829,-0.6257924449770829,-0.15757195152765036,-0.095281649249964,0.0071875521232975526,-0.08574966715711468,0.029011629853159804,-0.14199608749183024,-0.07672761489029736,0.06811761909711973,-0.15757195152765036
20,21,Portland Trail Blazers,1980,West,1,82,0.4634146341463415,38,44,241.2,41.6,87.4,0.47600000000000003,0.3,1.6,0.19699999999999998,41.2,85.8,0.48100000000000004,19.0,25.6,0.743,15.8,29.4,23.1,8.6,5.8,18.9,23.9,102.5,-0.04407905197715887,0.044079051977158834,-0.19384600834947718,-0.26141257217766095,-0.21453829109544115,-0.07418985113807228,-0.23688941790570991,-0.17445364166709385,-0.32057268185336185,-0.15609870309487395,-0.10547081311961672,-0.1385820739270188,-0.32057268185336185,-0.19384600834947718,-0.19384600834947718,0.08964729006769924,-0.07418985113807228,-0.4085336037790869,-0.23688941790570991,0.10547081311961676,0.044079051977158834,-0.014622734806467181,-0.4085336037790869
21,22,Utah Jazz,1980,West,0,82,0.2926829268292683,24,58,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,24.5,8.0,4.4,18.8,24.5,102.4,-0.11766190650254639,0.13397594953913633,-0.019356141272699755,-0.10512973486224196,-0.4175196992955329,0.0947377428835886,0.00960804013665107,-0.014455439623072478,0.07035644313254101,-0.10512973486224196,-0.4175196992955329,0.07035644313254101,-0.08572856003764309,-0.13397594953913636,0.41751969930339006,-0.4175196992955329,-0.07035644313254101,-0.07035644313254101,-0.13397594953913636,-0.03458847009316398,-1.1173754447881748e-17,0.02433008119881674,-0.4175196992955329
0,1,Denver Nuggets,1981,West,0,82,0.45121951219512196,37,45,243.4,46.1,97.1,0.475,0.4,1.8,0.207,45.8,95.3,0.48,29.1,37.2,0.7829999999999999,16.2,30.5,24.8,8.8,4.6,17.6,25.7,121.8,-0.023226128590070522,0.023226128590070522,0.3462609638532889,0.3462609638532889,0.3462609638532889,-0.04491908195940303,-0.011437863352962117,-0.0114378633529621,-0.03148639882102266,0.11259054940358489,0.3462609638532889,-0.04491908195940303,0.3462609638532889,0.3462609638532889,0.3462609638532889,0.09919443088342571,0.07304397003026529,-0.015309622593530338,-0.0114378633529621,-0.04980523648054081,-0.04980523648054081,0.035797230097637876,0.3462609638532889
1,2,Milwaukee Bucks,1981,East,1,82,0.7317073170731707,60,22,240.9,45.4,91.1,0.498,0.4,1.6,0.22899999999999998,45.0,89.5,0.503,22.0,28.5,0.77,15.4,29.4,28.3,10.5,6.5,19.3,26.8,113.1,0.29685840657901724,-0.2968584065790171,-0.16627607305165576,0.24385918740654208,0.2019831128116977,0.16627607305165576,-0.038185603298461324,-0.1051181586607554,0.0,0.24385918740654208,0.24385918740654208,0.14996351952295578,0.025387529772287754,-0.051111571887621096,0.18353734681745804,0.2019831128116977,0.025387529772287754,0.29685840657901724,0.24385918740654208,0.2019831128116977,0.1344212367931028,0.29685840657901724,0.3758864677787643
2,3,San Antonio Spurs,1981,West,1,82,0.6341463414634146,52,30,241.5,43.5,88.7,0.491,0.2,1.0,0.17600000000000002,43.4,87.7,0.495,25.0,32.5,0.769,15.9,31.5,25.0,8.4,7.8,18.7,25.8,112.3,0.08820274970192532,-0.08820274970192532,0.048353601338630994,0.027112627206893954,0.0,0.055760943034789553,-0.14240290879058926,-0.613212009095809,-0.12935746240923113,0.08820274970192532,0.055760943034789553,0.03406229390901076,0.19939260908291587,0.19939260908291587,0.07130504399031581,0.12935746240923113,0.19939260908291587,-0.013467060491377027,-0.05576094303478953,0.6132120091073489,0.013467060491377027,0.08820274970192532,0.15747141035900655
3,4,Philadelphia 76ers,1981,East,1,82,0.7560975609756098,62,20,242.1,44.3,86.3,0.514,0.2,1.0,0.226,44.1,85.2,0.518,22.7,29.6,0.768,13.3,31.9,28.9,10.5,7.2,20.8,25.1,111.7,0.36460090315079824,-0.36460090314393695,0.08466929607580544,0.06370514591032923,-0.05244320353171044,0.36460090315079824,-0.0846692960758054,-0.36460090314393695,-0.008007185679696847,0.06370514591032923,-0.02874987191513437,0.36460090315079824,0.05244320353171044,0.0287498719151344,0.033154096607826596,-0.0846692960758054,0.36460090315079824,0.36460090315079824,0.0769127918619164,0.10444832904395822,0.09362865955756719,0.003997073169378416,0.0769127918619164
4,5,Los Angeles Lakers,1981,West,1,82,0.6585365853658537,54,28,241.5,46.1,90.0,0.512,0.2,1.1,0.18100000000000002,45.9,88.9,0.516,18.8,25.8,0.7290000000000001,14.2,30.4,28.8,9.9,6.7,19.0,23.8,111.2,0.1039836527805629,-0.10398365278056287,0.04692739740235441,0.5951251374587161,0.08560118321395406,0.19351146443048398,-0.13820269239652896,-0.10398365278056287,-0.06920188038719209,0.5951251374587161,0.1039836527805629,0.19351146443048398,-0.1528267440035015,-0.12554202535868403,-0.06920188038719209,-0.03305761636056042,0.09448752164506212,0.19351146443048398,0.06920188038719209,0.12554202535868403,0.03991917776690566,-0.12554202535868403,0.1039836527805629
5,6,Portland Trail Blazers,1981,West,1,82,0.5487804878048781,45,37,242.1,45.6,91.9,0.496,0.3,1.8,0.16899999999999998,45.3,90.1,0.503,19.2,26.7,0.718,15.2,29.1,27.4,9.4,5.9,18.5,24.8,110.7,0.08040528967115683,-0.09452126002399562,0.2783681462670083,0.3078239409852901,0.3078239409852901,0.13938656930288362,-0.1555029622221371,-0.039596126084792085,-0.3078239409852899,0.3078239409852901,0.3897711882513283,0.1555029622221371,-0.23013431874725765,-0.20944408654172142,-0.3078239409852899,0.13938656930288362,0.0,0.20944408654172147,0.10900107644233963,0.09452126002399572,-0.0263253096196447,-0.0263253096196447,0.17241807866638492
6,7,Phoenix Suns,1981,West,1,82,0.6951219512195121,57,25,240.9,43.7,89.3,0.49,0.4,2.0,0.217,43.3,87.4,0.496,22.1,29.6,0.745,15.0,30.4,26.9,10.7,5.1,21.1,24.3,110.0,0.3087592823265078,-0.3087592823265078,-0.21052838537475552,0.18987444826457617,0.13309405141857744,0.0981776153695094,-0.0483482274956574,0.048348227495657314,-0.06471428213320715,0.15131607810533723,0.0647142821332072,0.13309405141857744,0.09817761536950947,0.11541369913385355,-0.0981776153695094,0.11541369913385355,0.2323835328336267,0.18987444826457617,0.47592398409059783,-0.032144105604134915,0.47592398409059783,-0.17019577996250862,0.17019577996250862
7,8,Boston Celtics,1981,East,1,82,0.7560975609756098,62,20,241.2,43.7,86.6,0.504,0.8,2.9,0.27,42.9,83.6,0.513,21.7,28.9,0.752,14.1,29.6,26.9,8.3,7.2,19.2,24.3,109.9,0.6374296773348275,-0.6374296773228318,-0.021055892253472798,0.08269126152981733,-0.07412110413371875,0.1636904509432557,0.14802684692046814,0.13446619488812633,0.06589890057686659,0.028183390011144453,-0.1113753428783857,0.1636904509432557,-0.013998917007778779,-0.006988060201229926,0.013998917007778779,-0.06589890057686659,0.028183390011144453,0.08269126152981733,-0.07412110413371875,0.18260641733274985,0.05796311781025366,-0.07412110413371875,0.05796311781025366
8,9,Golden State Warriors,1981,West,0,82,0.47560975609756095,39,43,240.6,43.4,88.8,0.489,0.7,2.6,0.28600000000000003,42.7,86.3,0.495,22.3,30.6,0.727,17.1,28.9,24.7,7.5,3.7,18.9,26.3,109.8,-0.021396434423626137,0.021396434423626137,-0.6477389856638204,0.007101079832858065,0.021396434423626137,0.028639206971125864,0.1028409784381831,0.09316901622479234,0.13664095002403925,0.014225324966189551,0.007101079832858065,0.03598017550005016,0.07531988314303371,0.09316901622479234,-0.09316901622479234,0.64773898567601,-0.028639206971125847,-0.04344835411619547,-0.21061943412796288,-0.1663378572239563,0.028639206971125864,0.13664095002403925,0.04344835411619547
9,10,Chicago Bulls,1981,East,1,82,0.5487804878048781,45,37,241.2,42.2,84.2,0.501,0.5,2.2,0.212,41.7,82.0,0.508,24.2,31.3,0.774,15.0,30.2,23.5,8.9,6.3,20.4,25.1,109.0,0.08558567174306538,-0.10061111111271279,-0.042147240103852394,-0.18352669511748224,-0.3276565369712785,0.26915881471926395,0.07087466377598242,0.14836701931599416,-0.08558567174306538,-0.14836701931599416,-0.41488351212979047,0.26915881471926395,0.26915881471926395,0.26915881471926395,0.26915881471926395,0.10061111111271288,0.14836701931599416,-0.3276565369712785,0.0,0.18352669511748224,0.26915881471926395,0.01398788745762297,0.05641423747047838
10,11,Houston Rockets,1981,West,1,82,0.4878048780487805,40,42,241.5,43.6,89.5,0.48700000000000004,0.3,1.4,0.17800000000000002,43.3,88.0,0.49200000000000005,20.9,27.1,0.77,14.8,28.6,25.6,8.6,4.8,17.7,23.2,108.3,0.02048063683662703,-0.02048063683662703,0.14731171055469497,0.14731171055469497,0.2172344501876681,0.0,-0.2423519042747602,-0.2423519042747602,-0.29660963978602245,0.19313678070636145,0.2172344501876681,0.0,-0.12531192195382193,-0.2172344501876681,0.29660963978602245,0.08260000043240605,-0.12531192195382193,0.10377251419211887,-0.12531192195382193,-0.10377251419211887,-0.19313678070636145,-0.6074597445237477,0.04102808606198573
11,12,New York Knicks,1981,East,1,82,0.6097560975609756,50,32,241.8,42.7,88.5,0.483,0.7,2.9,0.237,42.1,85.6,0.491,21.7,29.1,0.747,13.9,26.9,24.1,10.5,3.8,17.8,23.4,107.9,0.18813571962973577,-0.18813571962973577,0.25687853828917157,-0.07153566347023793,-0.03553234070210379,-0.03553234070210379,0.25687853828917157,0.3413048771576727,0.03553234070210379,-0.10852628850811025,-0.07153566347023793,-0.03553234070210379,-0.03553234070210379,0.07153566347023797,-0.07153566347023793,-0.2327196907801765,-0.3413048771576727,-0.2327196907801765,0.3413048771576727,-0.3413048771576727,-0.10852628850811025,-0.4154824883499787,0.0
12,13,Indiana Pacers,1981,East,1,82,0.5365853658536586,44,38,240.6,42.6,88.4,0.48200000000000004,0.4,2.1,0.17800000000000002,42.2,86.3,0.489,22.1,31.0,0.715,16.2,27.6,25.5,10.2,5.9,18.2,24.5,107.6,0.03848090550802714,-0.038480905508027116,-0.8703307576332288,-0.05837913078076033,-0.038480905508027116,-0.038480905508027116,-0.028749195887105606,0.07914141125411192,-0.1381816883974007,-0.038480905508027116,0.009541325020929031,-0.038480905508027116,0.05837913078076038,0.1520691458171837,-0.2829975896680239,0.2493262977861184,-0.10120312720337821,0.019113775964425737,0.12518601207207727,0.06862818383057892,-0.038480905508027116,-0.04834455559386021,-0.019113775964425737
13,14,Kansas City Kings,1981,West,1,82,0.4878048780487805,40,42,241.8,43.6,87.2,0.5,0.6,2.0,0.292,43.0,85.2,0.505,19.2,26.9,0.7140000000000001,12.6,29.9,27.7,8.8,4.7,17.7,25.5,106.9,0.009037269960702024,-0.009037269960702024,0.13088174010776163,0.06500265139581607,-0.055295041703284246,0.14403554227832358,0.08522338638722478,0.027230415462734057,0.2680472167595111,0.055295041703284246,-0.065002651395816,0.14403554227832358,-0.1582642983382145,-0.11857260746462939,-0.824352382355796,-0.268047216759511,0.07496047949372875,0.17389765811955754,-0.027230415462734057,-0.08522338638722478,-0.08522338638722478,0.055295041703284246,-0.045790579303558926
14,15,New Jersey Nets,1981,East,0,82,0.2926829268292683,24,58,241.5,42.4,89.2,0.475,0.4,1.7,0.24600000000000002,42.0,87.5,0.48,21.7,28.9,0.7509999999999999,13.3,29.0,25.2,9.1,5.6,20.3,26.9,106.9,-0.40435957973275144,0.4043595797327516,0.12416375690849686,-0.16278806484166541,0.1056209242063885,-0.20426972720210254,-0.052013735031274634,-0.1056209242063885,0.06962057758825023,-0.14318454022635102,0.1056209242063885,-0.20426972720210254,-0.03458110210681365,-0.01726239417042136,-0.01726239417042136,-0.3656662515437403,-0.03458110210681365,0.0,0.05201373503127455,0.03458110210681365,0.27512714748710093,0.5120060297089559,-0.08746613000023397
15,16,San Diego Clippers,1981,West,0,82,0.43902439024390244,36,46,240.6,42.4,88.8,0.47700000000000004,1.6,5.0,0.324,40.8,83.9,0.486,20.1,27.4,0.735,14.3,26.1,25.6,9.3,3.6,17.2,25.3,106.5,-0.04311585495492588,0.04311585495492589,-0.47415195299509305,-0.04901888556551455,0.015662421737201344,-0.04311585495492588,0.4741519530040159,0.4741519530040159,0.4741519530040159,-0.06820072896545476,-0.06820072896545476,-0.031804665790656224,-0.05513497023038054,-0.04311585495492588,-0.04311585495492588,-0.010413091945972973,-0.15417570694490462,0.026337878157775788,0.031804665790656224,-0.15417570694490462,-0.15417570694490462,0.02096420968651986,-0.04311585495492588
16,17,Cleveland Cavaliers,1981,East,0,82,0.34146341463414637,28,54,241.2,43.4,92.8,0.467,0.9,3.0,0.289,42.5,89.8,0.473,18.1,23.3,0.778,15.3,27.4,24.5,7.7,3.9,17.0,24.3,105.7,-0.09719793620046006,0.09719793620046006,-0.01672354544044232,0.005550234628339739,0.16462105823528578,-0.1300103867156012,0.16462105823528578,0.16462105823528578,0.13001038671560125,-0.005550234628339739,0.13001038671560125,-0.1067991559485712,-0.5062755852598302,-0.5062755852598302,0.16462105823528578,0.07282130497201598,-0.07282130497201598,-0.046036939346971215,-0.11756964136590085,-0.0884593530945869,-0.5062755852598302,-0.05887034556189647,-0.05887034556189647
